docid,class,logistic,colors,date,title
uiuo.ark+=13960=t0vq3h35w,0,0.8149136635,0.0016107265682817466,1807,The friar Hildargo
mdp.39015078549667,0,0.7169019904,0.0004220863729414496,1790,"The life and adventures of Robinson Crusoe, of York, mariner"
hvd.hn37mg,0,0.7142373471,0.0028142589118198874,1780,"Shenstone-Green, or, The new Paradise lost"
nyp.33433074923081,0,0.6506114344,0.0002579116795781711,1767,"Chrysal; or, The adventures of a guinea"
uiuo.ark+=13960=t5n87wh6v,0,0.8308835069,0.0007205685037022313,1812,The confessional of Valombre
inu.32000004490712,1,0.6435179317,0.0014088310224591146,1834,Illustrations of political economy
mdp.39015055354644,0,0.7514487245,0.000520641920862428,1759,The devil upon crutches
hvd.hwadb8,1,0.704095299,0.0006852388138842435,1829,The Waverley novels
njp.32101067178242,1,0.7433202127,0.0020035667892291773,1853,"A shabby genteel story, and other tales"
hvd.hn3abv,0,0.7603357175,0.0006254596441065893,1747,The life and exploits of the ingenious gentlemen Don Quixote de la Mancha
nyp.33433075813422,0,0.6779639264,0.00027458020910339,1784,"Eloisa, or, A series of original letters"
uc1.b3322471,0,0.7062107796,0.0009868556312449459,1839,Castle Martyr
mdp.39015063948676,0,0.6932890991,0.0006419546546575756,1766,The tales of the genii;
mdp.39015065783840,0,0.6480122847,0.0007317921710234293,1784,"The life and adventures of Peter Wilkins, a Cornish man"
mdp.39015063548617,1,0.6645205552,0.0008379528168106227,1895,How to do it
nyp.33433067269567,1,0.8817242494,0.0019926669854933845,1920,The chorus girl and other stories
mdp.39015066227177,0,0.7444008353,0.002007628990162618,1883,The surgeon's stories
nnc1.1002213257,0,0.861683761,0.0021475828147190248,1858,Greatness in little things
nyp.33433074913629,0,0.7762171843,0.00014465499783017504,1751,The history of Miss Betsy Thoughtless
mdp.39015049821757,1,0.9053213289,0.0019374429478939623,1884,Vagabondia;
pst.000005236749,0,0.7205633252,0.0004749318576030396,1778,The adventures of Gil Blas of Santillane
mdp.49015002138908,1,0.8045965154,0.0016874362699537083,1910,The collected works of William Morris;
loc.ark+=13960=t6sx6kk38,0,0.6157661845,0.0011750792230831046,1845,New Orleans as I found it
uc1.b4104960,0,0.9095065461,0.0054290658613552305,1906,The world of romance
mdp.39015078548719,0,0.6910166338,0.00045705445979678656,1748,The adventures of Sigr. Gaudentio di Lucca [pseud.] Being the substance of his examination before the fathers of the Inquisition at Bologna in Italy
uiuo.ark+=13960=t4cn7c75m,0,0.5847658891,0.00042842454015766025,1815,"The royal wanderer, or, The exile of England"
dul1.ark+=13960=t3611qj21,0,0.7633053816,0.0005885299273729026,1709,"Secret memoirs and manners of several persons of quality, of both sexes. From the New Atalantis, an island in the Mediteranean. Written originally in Italian"
nyp.33433074967872,0,0.634821729,0.00018878610534264677,1787,The pharos
dul1.ark+=13960=t3vt2js1t,0,0.7256325369,0.0004565404608983471,1786,"Anna; or, Memoirs of a Welch heiress"
