docid,actualdate,earliestdate,firstpub,tags,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birthdate,gender,nationality,othername,notes,canon,path,authsvols,publisher,segment1875
uc2.ark+=13960=t1sf2mf2p,1898,1873,1873.0,elite,7682431.0,4083035,"Peterson, Henry",Philadelphia;Coates;1898.,,"Pemberton, or, One hundred years ago",rev,neg,,1873,ATL,1818.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/1s/f2/mf/2p/ark+=13960=t1sf2mf2p/uc2.ark+=13960=t1sf2mf2p.json.bz2,5,Coates,0.24555614946879462
uc2.ark+=13960=t4bp05k0k,1899,1873,1873.0,elite,6131783.0,1806505,"Reade, Charles",Boston;Dana Estes;1899?,,A simpleton,rev,,,1873,FR,1814.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/4b/p0/5k/0k/ark+=13960=t4bp05k0k/uc2.ark+=13960=t4bp05k0k.json.bz2,259,Dana Estes,0.3195468240929567
loc.ark+=13960=t6nz8x84q,1873,1873,1873.0,elite,9609749.0,,"Leonowens, Anna Harriette",Boston;J. R. Osgood and company;1873.,,The romance of the harem,rev,pos,,1873,ATL,1831.0,f,uk,,,,loc/pairtree_root/ar/k+/=1/39/60/=t/6n/z8/x8/4q/ark+=13960=t6nz8x84q/loc.ark+=13960=t6nz8x84q.json.bz2,4,Osgood,0.24543179398875764
inu.32000006997615,1873,1873,1873.0,elite,8570178.0,3508964,"Ritchie, Anne Thackeray","London;Smith, Elder, & co.;1873.",,Old Kensington,rev,,,1873,FR,1837.0,f,uk,,,,inu/pairtree_root/32/00/00/06/99/76/15/32000006997615/inu.32000006997615.json.bz2,46,Smith Elder,0.7795175575724304
njp.32101065600601,1873,1873,1873.0,vulgar,,,"Whittlesey, Elsie Leigh","Philadelphia;Claxton, Remsen & Haffelfinger;1873.",,The hemlock swamp,,,,,,,f,us,,,,njp/pairtree_root/32/10/10/65/60/06/01/32101065600601/njp.32101065600601.json.bz2,1,Claxton Remsen Haffelfinger,0.21453513175519867
uc1.b4104445,1874,1874,1874.0,elite,5946500.0,961310,"Davis, Rebecca Harding",New York;Orange Judd company;c1874,,John Andross,rev,pos,,1874,ATL,1831.0,f,us,,,,uc1/pairtree_root/b4/10/44/45/b4104445/uc1.b4104445.json.bz2,19,Orange Judd,0.6477752114953491
uiuo.ark+=13960=t41r7d247,1874,1874,1874.0,vulgar,,,"Payn, James",London;R. Bentley and Son;1874.,,The best of husbands,,,,,,1830.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/41/r7/d2/47/ark+=13960=t41r7d247/uiuo.ark+=13960=t41r7d247.json.bz2,109,Bentley,0.4778891798254347
uc2.ark+=13960=t9w095f33,1900,1874,1874.0,vulgar,,,"Southworth, Emma Dorothy Eliza Nevitte",New York;A. L. Burt;n.d.,,Victor's triumph,,,,,,1819.0,f,us,"Southworth, E. D. E. N. ",,,uc2/pairtree_root/ar/k+/=1/39/60/=t/9w/09/5f/33/ark+=13960=t9w095f33/uc2.ark+=13960=t9w095f33.json.bz2,82,Burt,0.1260650450058469
njp.32101068152857,1874,1874,1874.0,elite,8967824.0,3797848,"Hardy, Thomas",New York;H. Holt;1874.,,Desperate remedies,rev,neg,,1874,ATL,1840.0,m,uk,,,,njp/pairtree_root/32/10/10/68/15/28/57/32101068152857/njp.32101068152857.json.bz2,282,Holt,0.6158282559624896
uiuo.ark+=13960=t19k5018x,1874,1874,1874.0,vulgar,,,"Solly, Henry",London;Chapman and Hall;1874.,,Gerald and his friend the doctor,,,,,,1813.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/19/k5/01/8x/ark+=13960=t19k5018x/uiuo.ark+=13960=t19k5018x.json.bz2,8,Chapman Hall,0.21447085787372924
njp.32101066457969,1874,1874,1874.0,elite,8928069.0,657209,"Cooke, John Esten",New York;Orange Judd Company;1874,,Pretty Mrs. Gaston,rev,,,1874,ATL,1830.0,m,us,,,,njp/pairtree_root/32/10/10/66/45/79/69/32101066457969/njp.32101066457969.json.bz2,54,Orange Judd,0.4080738323285737
uc2.ark+=13960=t16m33f86,1874,1874,1874.0,elite,7661708.0,10891598,"Jay, W. M. L",New York;E.P. Dutton;1874.,,Holden with the cords,rev,,,1874,ATL,1833.0,f,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/16/m3/3f/86/ark+=13960=t16m33f86/uc2.ark+=13960=t16m33f86.json.bz2,3,Dutton,0.45715680872316405
njp.32101068179041,1874,1874,1874.0,vulgar,,,"Harwood, John Berwick",London;R. Bentley and Son;1874.,,Lady Livingston's legacy,,,,,,1828.0,m,uk,,,,njp/pairtree_root/32/10/10/68/17/90/41/32101068179041/njp.32101068179041.json.bz2,12,Bentley,0.4350274208514233
uc1.b3327322,1874,1874,1874.0,vulgar,,,"Montgomery, Florence",London;R. Bentley;1874.,,Thwarted or Ducks' eggs in a hen's nest,,,,,,1843.0,f,uk,,,,uc1/pairtree_root/b3/32/73/22/b3327322/uc1.b3327322.json.bz2,29,Bentley,0.5217395932013237
uc1.b250353,1874,1874,1874.0,vulgar,,,"Reade, Compton",London;R. Bentley;1874.,,Rose and Rue,,,,,,1836.0,f,uk,,,,uc1/pairtree_root/$b/25/03/53/$b250353/uc1.$b250353.json.bz2,6,Bentley,0.6781532718751364
uc2.ark+=13960=t2n58cz1k,1874,1874,1874.0,vulgar,6103027.0,,"Roe, Edward Payson",New York;Dodd & Mead;c1874,,Opening a chestnut burr,rev,,,1874,ATL,1838.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/2n/58/cz/1k/ark+=13960=t2n58cz1k/uc2.ark+=13960=t2n58cz1k.json.bz2,91,Dodd Mead,0.17731424010480853
uiuo.ark+=13960=t8pc3h23p,1874,1874,0.0,vulgar,,,"De Jongh, Bertha",London;Richard Bentley and Son;1874.,,The sisters Lawless,,,,,,,f,uk,"Noel, Rosa",,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/8p/c3/h2/3p/ark+=13960=t8pc3h23p/uiuo.ark+=13960=t8pc3h23p.json.bz2,6,Richard Bentley,0.48890763734370124
uc2.ark+=13960=t8bg2j878,1874,1874,1874.0,vulgar,,,"Reid, Christian",New York;D. Appleton and company;1874.,,A daughter of Bohemia;,,,,,,1846.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/8b/g2/j8/78/ark+=13960=t8bg2j878/uc2.ark+=13960=t8bg2j878.json.bz2,33,Appleton,0.5584655747164576
uiuo.ark+=13960=t2h70xs59,1875,1875,1875.0,elite,6059197.0,15139502,"MacDonald, George",London;H.S. King & co.;1875.,v.3,Malcolm,rev,,,1875,BM,1824.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/2h/70/xs/59/ark+=13960=t2h70xs59/uiuo.ark+=13960=t2h70xs59.json.bz2,144,King,0.7705553706505619
mdp.39015046359850,1900,1875,1875.0,elite,,,"James, Henry",Boston;Houghton Mifflin co.;1900?,,Roderick Hudson,,,,,,1843.0,m,us,,,,mdp/pairtree_root/39/01/50/46/35/98/50/39015046359850/mdp.39015046359850.json.bz2,543,Houghton Mifflin,0.7653664188591959
uc2.ark+=13960=t1mg7mm2m,1875,1875,1875.0,elite,7688224.0,11232419,"Gift, Theo",New York;H. Holt;1875.,,Pretty Miss Bellew;,rev,,,1875,ATL,1847.0,f,uk,"Boulger, D. Henrietta ",,,uc2/pairtree_root/ar/k+/=1/39/60/=t/1m/g7/mm/2m/ark+=13960=t1mg7mm2m/uc2.ark+=13960=t1mg7mm2m.json.bz2,4,Holt,0.58246028915827
uiuo.ark+=13960=t9183tc29,1875,1875,1875.0,elite,6059197.0,15139502,"MacDonald, George",London;H.S. King & co.;1875.,v.1,Malcolm,rev,,,1875,BM,1824.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/91/83/tc/29/ark+=13960=t9183tc29/uiuo.ark+=13960=t9183tc29.json.bz2,144,King,0.7864752403366905
uiuo.ark+=13960=t58d0f39v,1875,1875,1875.0,elite,6059197.0,15139502,"MacDonald, George",London;H.S. King & co.;1875.,v.2,Malcolm,rev,,,1875,BM,1824.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/58/d0/f3/9v/ark+=13960=t58d0f39v/uiuo.ark+=13960=t58d0f39v.json.bz2,144,King,0.7727281155281943
mdp.39015033520456,1907,1875,1875.0,presentaselite,,,"Aldrich, Thomas Bailey","Boston;New York;Houghton, Mifflin company;c1907-c1911] (v. 1 [c1911])",,The writings of Thomas Bailey Aldrich,,,,,,1836.0,m,us,,,,mdp/pairtree_root/39/01/50/33/52/04/56/39015033520456/mdp.39015033520456.json.bz2,114,Houghton Mifflin,0.7271291448515645
uc2.ark+=13960=t15m6701g,1875,1875,1875.0,vulgar,,,"Mathers, Helen",London;R. Bentley;1875.,,Comin' thro' the rye,,,,,,1853.0,f,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/15/m6/70/1g/ark+=13960=t15m6701g/uc2.ark+=13960=t15m6701g.json.bz2,38,Bentley,0.3734337383530545
uiuo.ark+=13960=t20c59n08,1875,1875,1875.0,vulgar,,,"Dering, Edward Heneage","London;Smith, Elder;1875.",,"Sherborne, or, The house at the four ways",,,,,,1827.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/20/c5/9n/08/ark+=13960=t20c59n08/uiuo.ark+=13960=t20c59n08.json.bz2,5,Smith Elder,0.5647356424130605
uiuo.ark+=13960=t49p3pp7b,1875,1875,1875.0,vulgar,,,"Tabor, Eliza",London;Hurst and Blackett;1875.,,Eglantine,,,,,,1835.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/49/p3/pp/7b/ark+=13960=t49p3pp7b/uiuo.ark+=13960=t49p3pp7b.json.bz2,61,Hurst Blackett,0.33757721886119435
nyp.33433074940861,1875,1875,1875.0,elite,8664166.0,17936028,"Twain, Mark","Hartford, Conn.;American Pub. Co.;1881, c1875.",,The adventures of Tom Sawyer,rev,pos,,1875,ATL,1835.0,m,us,,,,nyp/pairtree_root/33/43/30/74/94/08/61/33433074940861/nyp.33433074940861.json.bz2,509,Hartford Conn American,0.7333734168581135
uc1.b3322489,1875,1875,1875.0,vulgar,,,"Hawthorne, Julian","New York;D. Appleton and Company;1877, c1875.",,Garth,,,,,,1846.0,m,us,,,,uc1/pairtree_root/b3/32/24/89/b3322489/uc1.b3322489.json.bz2,103,Appleton,0.45224891559826547
nyp.33433075763866,1875,1875,1875.0,vulgar,,,"Walsingham, Charlotte","Philadelphia;Claxton, Remsen & Haffelfinger;1875.",,Annette;,,,,,,,f,us,,,,nyp/pairtree_root/33/43/30/75/76/38/66/33433075763866/nyp.33433075763866.json.bz2,1,Claxton Remsen Haffelfinger,0.16548306714389094
uc2.ark+=13960=t7np1x57p,1876,1876,1876.0,elite,7660827.0,16573214,"Hale, Edward Everett",New York;Scribner;1891 [c1876,,Philip Nolan's friends,rev,,,1877,ATL,1822.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/7n/p1/x5/7p/ark+=13960=t7np1x57p/uc2.ark+=13960=t7np1x57p.json.bz2,80,Scribner,0.4836824786309721
uc2.ark+=13960=t1pg1nv9w,1876,1876,1876.0,elite,6131638.0,13339593,"Broughton, Rhoda",London;R. Bentley;1876.,v.2,Joan,rev,,,1876,FR,1840.0,f,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/1p/g1/nv/9w/ark+=13960=t1pg1nv9w/uc2.ark+=13960=t1pg1nv9w.json.bz2,87,Bentley,0.7859173496891718
mdp.39015063761210,1876,1876,1876.0,elite,280979.0,13154969,"Black, William",London;Macmillan and co.;1876.,v.2,Madcap Violet,rev,,,1876,FR,1841.0,m,uk,,,,mdp/pairtree_root/39/01/50/63/76/12/10/39015063761210/mdp.39015063761210.json.bz2,279,Macmillan,0.78126625165768
mdp.39015005616654,1876,1876,1876.0,vulgar,,,"Brown, Oliver Madox-",London;Tinsley brothers;1876.,,The Dwale bluth,,,,,,1855.0,m,uk,,,,mdp/pairtree_root/39/01/50/05/61/66/54/39015005616654/mdp.39015005616654.json.bz2,2,Tinsley,0.6052190383214763
mdp.39015063761202,1876,1876,1876.0,elite,280979.0,13154969,"Black, William",London;Macmillan and co.;1876.,v.1,Madcap Violet,rev,,,1876,FR,1841.0,m,uk,,,,mdp/pairtree_root/39/01/50/63/76/12/02/39015063761202/mdp.39015063761202.json.bz2,279,Macmillan,0.7668247526660988
njp.32101068175080,1876,1876,1876.0,vulgar,,,"Butler, William Allen",New York;D. Appleton and Company;1876.,,"Mrs. Limber's raffle, or, A church fair and its victims",,,,,,1825.0,m,us,,,,njp/pairtree_root/32/10/10/68/17/50/80/32101068175080/njp.32101068175080.json.bz2,5,Appleton,0.2076249974682272
uc2.ark+=13960=t21c1zs54,1876,1876,1876.0,elite,6131638.0,13339593,"Broughton, Rhoda",London;R. Bentley;1876.,v.1,Joan,rev,,,1876,FR,1840.0,f,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/21/c1/zs/54/ark+=13960=t21c1zs54/uc2.ark+=13960=t21c1zs54.json.bz2,87,Bentley,0.8217023183986453
uc2.ark+=13960=t5x63gm9z,1876,1876,1876.0,elite,6131638.0,13339593,"Broughton, Rhoda",London;R. Bentley;1876.,v.3,Joan,rev,,,1876,FR,1840.0,f,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/5x/63/gm/9z/ark+=13960=t5x63gm9z/uc2.ark+=13960=t5x63gm9z.json.bz2,87,Bentley,0.8430675099446069
uiuo.ark+=13960=t16m3hs4q,1876,1876,1876.0,vulgar,,,"Chandler, W. A",London;E.W. Allen ...;1876.,,Thrice,,,,,,0.0,u,,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/16/m3/hs/4q/ark+=13960=t16m3hs4q/uiuo.ark+=13960=t16m3hs4q.json.bz2,2,Allen,0.2595423529653604
njp.32101068166055,1876,1876,1876.0,vulgar,,,"Charlesworth, Maria Louisa",New York;R. Carter;1876.,,Oliver of the mill,,,,,,1819.0,f,uk,,,,njp/pairtree_root/32/10/10/68/16/60/55/32101068166055/njp.32101068166055.json.bz2,10,Carter,0.19624771314707865
mdp.39015063761228,1876,1876,1876.0,elite,280979.0,13154969,"Black, William",London;Macmillan and co.;1876.,v.3,Madcap Violet,rev,,,1876,FR,1841.0,m,uk,,,,mdp/pairtree_root/39/01/50/63/76/12/28/39015063761228/mdp.39015063761228.json.bz2,279,Macmillan,0.8025042605336878
uc2.ark+=13960=t5k93292h,1876,1876,1876.0,vulgar,,,"Finley, Martha","New York;Dodd, Mead & Company Publishers;1876",,Mildred Keith,,,,,,1828.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/5k/93/29/2h/ark+=13960=t5k93292h/uc2.ark+=13960=t5k93292h.json.bz2,71,Dodd Mead Publishers,0.16798070853418184
nyp.33433074871439,1876,1876,1876.0,presentaselite,,,"Keary, Annie",London;Macmillan and Co.;1876.,,A York and a Lancaster rose,,,,,,1825.0,f,uk,,,,nyp/pairtree_root/33/43/30/74/87/14/39/33433074871439/nyp.33433074871439.json.bz2,17,Macmillan,0.6161304096289125
nyp.33433074835400,1876,1876,1876.0,vulgar,,,"Bellamy, Elizabeth W",New York;D. Appleton;1876.,,The little Joanna,,,,,,1837.0,f,us,,,,nyp/pairtree_root/33/43/30/74/83/54/00/33433074835400/nyp.33433074835400.json.bz2,3,Appleton,0.29830188952241704
uc2.ark+=13960=t9t15276t,1876,1876,1876.0,elite,630036.0,23861764,"MacDonald, George","Toronto;Copp, Clark & co.;1876.",,"Thomas Wingfold, curate",rev,,,1876,FR,1824.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/9t/15/27/6t/ark+=13960=t9t15276t/uc2.ark+=13960=t9t15276t.json.bz2,144,Copp Clark,0.7067383893275903
uiuo.ark+=13960=t1hh6x71z,1876,1876,1876.0,presentaselite,,,"Grant, James",London;Tinsley;1876.,,Morley Ashton,,,,,,1822.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/1h/h6/x7/1z/ark+=13960=t1hh6x71z/uiuo.ark+=13960=t1hh6x71z.json.bz2,93,Tinsley,0.35441802184610016
uiuo.ark+=13960=t2794f36r,1877,1877,1877.0,elite,8664133.0,11712744,"Allardyce, Alexander",Edinburgh [Lothian;William Blackwood;1877.,v.3,The city of sunshine,rev,,,1877,FR,1846.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/27/94/f3/6r/ark+=13960=t2794f36r/uiuo.ark+=13960=t2794f36r.json.bz2,7,Lothian William Blackwood,0.4474414511434842
uiuo.ark+=13960=t0ht34v35,1877,1877,0.0,vulgar,,,"Lloyd, Jessie Sale",London;Tinsley Brothers;1877.,,The Hazelhurst mystery,,,,,,,,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/0h/t3/4v/35/ark+=13960=t0ht34v35/uiuo.ark+=13960=t0ht34v35.json.bz2,5,Tinsley,0.23720336130159866
mdp.39015053262294,1899,1877,1877.0,vulgar,,,"Jokai, Mór",Boston;L. C. Page;1899.,,Pretty Michal,,,,,,1825.0,m,hungary,,,,mdp/pairtree_root/39/01/50/53/26/22/94/39015053262294/mdp.39015053262294.json.bz2,76,Page,0.28574475165396435
uc2.ark+=13960=t7xk87j6z,1877,1877,1877.0,vulgar,,,"Forrester, Mrs",Philadelphia;J. B. Lippincott;1877.,,Mignon,,,,,,1843.0,f,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/7x/k8/7j/6z/ark+=13960=t7xk87j6z/uc2.ark+=13960=t7xk87j6z.json.bz2,17,Lippincott,0.24606477571347787
uiuo.ark+=13960=t17m0j24w,1877,1877,1877.0,elite,8664133.0,11712744,"Allardyce, Alexander",Edinburgh [Lothian;William Blackwood;1877.,v.1,The city of sunshine,rev,,,1877,FR,1846.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/17/m0/j2/4w/ark+=13960=t17m0j24w/uiuo.ark+=13960=t17m0j24w.json.bz2,7,Lothian William Blackwood,0.5992442877455372
uiuo.ark+=13960=t39z9dj6h,1877,1877,1877.0,elite,8664133.0,11712744,"Allardyce, Alexander",Edinburgh [Lothian;William Blackwood;1877.,v.2,The city of sunshine,rev,,,1877,FR,1846.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/39/z9/dj/6h/ark+=13960=t39z9dj6h/uiuo.ark+=13960=t39z9dj6h.json.bz2,7,Lothian William Blackwood,0.5151686311301316
uc1.b4104982,1877,1877,1877.0,elite,323694.0,2341500,"Burnett, Frances Hodgson",New York;Scribner;Armstrong & company;1877.,,That lass o' Lowrie's,rev,pos,,1877,ATL,1849.0,f,us,,,,uc1/pairtree_root/b4/10/49/82/b4104982/uc1.b4104982.json.bz2,166,Scribner Armstrong,0.6622072310194296
nyp.33433074888961,1877,1877,1877.0,vulgar,,,"Linton, E. Lynn",New York;Harper & Bros.;1877.,,From dreams to waking,,,,,,1822.0,f,uk,,,,nyp/pairtree_root/33/43/30/74/88/89/61/33433074888961/nyp.33433074888961.json.bz2,50,Harper,0.30559895692691286
uiuo.ark+=13960=t1bk1r841,1877,1877,1877.0,vulgar,,,"De Fonblanque, Albany",London;R. Bentley;1877.,,Bad luck,,,,,,1829.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/1b/k1/r8/41/ark+=13960=t1bk1r841/uiuo.ark+=13960=t1bk1r841.json.bz2,18,Bentley,0.2709441408756725
nyp.33433081852638,1877,1877,1879.0,elite,8612167.0,,"James, Henry",Boston;J. R. Osgood and company;1877.,,The American,rev,,,1879,BM,1843.0,m,us,,,,nyp/pairtree_root/33/43/30/81/85/26/38/33433081852638/nyp.33433081852638.json.bz2,543,Osgood,0.7057285377783141
uiuo.ark+=13960=t44q8885q,1877,1877,1877.0,vulgar,,,"Edwards, Matilda Betham",London;Hurst & Blackett;1877.,,Bridget,,,,,,1836.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/44/q8/88/5q/ark+=13960=t44q8885q/uiuo.ark+=13960=t44q8885q.json.bz2,3,Hurst Blackett,0.26509242205395184
uiuo.ark+=13960=t12n5tf8r,1877,1877,1877.0,vulgar,,,"Durrant, Valentine",Edinburgh;W. Blackwood;1877-1878.,,A modern minister,,,,,,1845.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/12/n5/tf/8r/ark+=13960=t12n5tf8r/uiuo.ark+=13960=t12n5tf8r.json.bz2,2,Blackwood,0.21267901417685908
njp.32101067634459,1878,1878,1878.0,elite,8961462.0,9617692,"Hamerton, Philip Gilbert",Leipzig;Bernhard Tauchnitz;1878.,,Marmorne,rev,,,1878,BM,1834.0,m,uk,,,,njp/pairtree_root/32/10/10/67/63/44/59/32101067634459/njp.32101067634459.json.bz2,14,Bernhard Tauchnitz,0.5707050464543406
uiuo.ark+=13960=t53f5dr3r,1878,1878,1878.0,vulgar,,,"Vereker, Charles Smyth",London;Chapman and Hall;1878.,,The child of the desert,,,,,,1818.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/53/f5/dr/3r/ark+=13960=t53f5dr3r/uiuo.ark+=13960=t53f5dr3r.json.bz2,3,Chapman Hall,0.1033371932516327
wu.89099776841,1878,1878,1878.0,elite,8995982.0,70808269,"Craik, Dinah Maria Mulock","New York;Harper & Brothers;1879, c 1878.",,Young Mrs. Jardine,rev,,,1880,ATL,1826.0,f,uk,,,,wu/pairtree_root/89/09/97/76/84/1/89099776841/wu.89099776841.json.bz2,168,Harper,0.7557747641908839
uiuo.ark+=13960=t3st7v616,1878,1878,,vulgar,,,"Armitt, Annie",London;S. Tinsley;1878.,,The garden at Monkholme,,,,,,1850.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/3s/t7/v6/16/ark+=13960=t3st7v616/uiuo.ark+=13960=t3st7v616.json.bz2,3,Tinsley,0.340742071264522
uiuo.ark+=13960=t43r1cm88,1878,1878,1878.0,vulgar,,,"Lockhart, Laurence W. M",Edinburgh;W. Blackwood;1878.,,Mine is thine,,,,,,1831.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/43/r1/cm/88/ark+=13960=t43r1cm88/uiuo.ark+=13960=t43r1cm88.json.bz2,10,Blackwood,0.4266885437293948
nyp.33433076049794,1879,1879,,vulgar,,,"Rayne, M. L","New York;G. W. Carleton & Co.; [etc., etc.;1879.",,Fallen among thieves,,,,,,1836.0,f,us,,,,nyp/pairtree_root/33/43/30/76/04/97/94/33433076049794/nyp.33433076049794.json.bz2,6,Carleton,0.2707656525658014
uiuo.ark+=13960=t7tm7kq3x,1879,1879,,vulgar,,,"Edwards, Harry Bennett",London;S. Tinsley;1879.,,A tantalus cup;,,,,,,0.0,,,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/7t/m7/kq/3x/ark+=13960=t7tm7kq3x/uiuo.ark+=13960=t7tm7kq3x.json.bz2,3,Tinsley,0.21264430129767461
inu.39000003330789,1879,1879,1879.0,elite,6059987.0,2620860,"Fothergill, Jessie",London;R. Bentley;1879.,v.1,Probation,rev,pos,,1880,ATL,1851.0,f,uk,,,,inu/pairtree_root/39/00/00/03/33/07/89/39000003330789/inu.39000003330789.json.bz2,48,Bentley,0.8573832984450254
uiuo.ark+=13960=t2h70xd4w,1879,1879,1879.0,elite,8719371.0,41248950,"Keary, Annie",London;Macmillan;1879.,v.1,A doubting heart,rev,pos,,1880,MM,1825.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/2h/70/xd/4w/ark+=13960=t2h70xd4w/uiuo.ark+=13960=t2h70xd4w.json.bz2,17,Macmillan,0.7477323734877039
uiuo.ark+=13960=t1sf38n52,1879,1879,1879.0,elite,8719371.0,41248950,"Keary, Annie",London;Macmillan;1879.,v.2,A doubting heart,rev,pos,,1880,MM,1825.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/1s/f3/8n/52/ark+=13960=t1sf38n52/uiuo.ark+=13960=t1sf38n52.json.bz2,17,Macmillan,0.6603802948743013
nyp.33433082353768,1884,1879,1879.0,elite,8654975.0,13753928,"Kingston, William Henry Giles",New York;A.C. Armstrong;1884.,,From powder monkey to admiral,rev,,,1886,FR,1814.0,m,uk,,,,nyp/pairtree_root/33/43/30/82/35/37/68/33433082353768/nyp.33433082353768.json.bz2,66,Armstrong,0.5050818492071616
mdp.39015063961315,1880,1879,1879.0,elite,123491.0,1188302,"[Sprague, Mary Aplin]","Boston;Houghton, Osgood and company;1880.",,An earnest trifler,rev,,,1880,ATL,1849.0,f,us,,,,mdp/pairtree_root/39/01/50/63/96/13/15/39015063961315/mdp.39015063961315.json.bz2,1,Houghton Osgood,0.8116507911642965
inu.39000003330797,1879,1879,1879.0,elite,6059987.0,2620860,"Fothergill, Jessie",London;R. Bentley;1879.,v.2,Probation,rev,pos,,1880,ATL,1851.0,f,uk,,,,inu/pairtree_root/39/00/00/03/33/07/97/39000003330797/inu.39000003330797.json.bz2,48,Bentley,0.7651534520643161
nnc1.cu58327010,1879,1879,,vulgar,,,"O'Reilly, Bernard",New York;G. W. Carleton;1879.,,The two brides,,,,,,1823.0,m,ir,,,,nnc1/pairtree_root/cu/58/32/70/10/cu58327010/nnc1.cu58327010.json.bz2,3,Carleton,0.06453355512827431
uiuo.ark+=13960=t4hm5w02c,1879,1879,,vulgar,,,"Noble, Frances",London;Samuel Tinsley;1879.,,Violet Mortimer,,,,,,0.0,u,,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/4h/m5/w0/2c/ark+=13960=t4hm5w02c/uiuo.ark+=13960=t4hm5w02c.json.bz2,3,Samuel Tinsley,0.10380188007366985
dul1.ark+=13960=t3nw0276b,1879,1879,,vulgar,,,"Linton, E. Lynn",London;Chatto & Windus;1879.,,Under which Lord?,,,,,,1822.0,f,uk,,,,dul1/pairtree_root/ar/k+/=1/39/60/=t/3n/w0/27/6b/ark+=13960=t3nw0276b/dul1.ark+=13960=t3nw0276b.json.bz2,50,Chatto Windus,0.22230509830308656
uiuo.ark+=13960=t1wd4h96x,1879,1879,,vulgar,,,"Tabor, Eliza",London;Hurst and Blackett;1879.,,The last of her line,,,,,,1835.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/1w/d4/h9/6x/ark+=13960=t1wd4h96x/uiuo.ark+=13960=t1wd4h96x.json.bz2,61,Hurst Blackett,0.28263299182981594
uc2.ark+=13960=t04x54r17,1879,1879,,vulgar,,,"Finley, Martha","New York;Dodd, Mead;1879",,Mildred at Roselands;,,,,,,1828.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/04/x5/4r/17/ark+=13960=t04x54r17/uc2.ark+=13960=t04x54r17.json.bz2,71,Dodd Mead,0.10834189905628423
uiuo.ark+=13960=t7hq4fp6c,1879,1879,1879.0,elite,8719371.0,41248950,"Keary, Annie",London;Macmillan;1879.,v.3,A doubting heart,rev,pos,,1880,MM,1825.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/7h/q4/fp/6c/ark+=13960=t7hq4fp6c/uiuo.ark+=13960=t7hq4fp6c.json.bz2,17,Macmillan,0.6397831216227724
