docid,actualdate,earliestdate,firstpub,tags,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birthdate,gender,nationality,othername,notes,canon,path,authsvols,publisher,segment1900
uiuo.ark+=13960=t8hd8hf4s,1871,1871,1871.0,elite,8719394.0,22365421,"Yates, Edmund Hodgson",London;Chapman and Hall;1871.,v.2,Dr. Wainwright's patient,rev,,,1871,FR,1831.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/8h/d8/hf/4s/ark+=13960=t8hd8hf4s/uiuo.ark+=13960=t8hd8hf4s.json.bz2,44,Chapman Hall,0.5354516965368454
uiuo.ark+=13960=t4rj5462f,1871,1871,1871.0,elite,8719394.0,22365421,"Yates, Edmund Hodgson",London;Chapman and Hall;1871.,v.1,Dr. Wainwright's patient,rev,,,1871,FR,1831.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/4r/j5/46/2f/ark+=13960=t4rj5462f/uiuo.ark+=13960=t4rj5462f.json.bz2,44,Chapman Hall,0.6362423907336617
mdp.49015002676170,1871,1871,1871.0,vulgar,,,"Alger, Horatio","Rahway, N. J.;Mershon Co.;pref. 1871].",,Paul the peddler,,,,,,1832.0,m,us,,,,mdp/pairtree_root/49/01/50/02/67/61/70/49015002676170/mdp.49015002676170.json.bz2,101,Rahway Mershon Pref,0.16141424092112264
uiuo.ark+=13960=t8hd8j356,1871,1871,1871.0,elite,8721591.0,308073,"Eliot, George",Edinburgh;W. Blackwood;1871-72.,v.1: pt. 1,Middlemarch: a study of provincial life,rev,pos,,1873,FR,1819.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/8h/d8/j3/56/ark+=13960=t8hd8j356/uiuo.ark+=13960=t8hd8j356.json.bz2,562,Blackwood,0.8564784219963728
wu.89098014699,1871,1871,1871.0,elite,5946416.0,6059491,"Chesebro', Caroline",Boston;J. R. Osgood;1871.,,The foe in the household,rev,pos,,1871,ATL,1825.0,f,us,,,,wu/pairtree_root/89/09/80/14/69/9/89098014699/wu.89098014699.json.bz2,11,Osgood,0.42988661643301834
uiuo.ark+=13960=t3gx4pc1g,1871,1871,1871.0,vulgar,,,"Fenn, George Manville",London;Tinsley;1871.,,By birth a lady,,,,,,1831.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/3g/x4/pc/1g/ark+=13960=t3gx4pc1g/uiuo.ark+=13960=t3gx4pc1g.json.bz2,68,Tinsley,0.24587682596555419
uiuo.ark+=13960=t99606c4g,1871,1871,1871.0,vulgar,,,"Pomeroy, John",London;Tinsley Brothers;1871.,,The Scandinavian ring. A novel,,,,,,0.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/99/60/6c/4g/ark+=13960=t99606c4g/uiuo.ark+=13960=t99606c4g.json.bz2,3,Tinsley,0.4423981973085274
nyp.33433076079544,1871,1871,1871.0,vulgar,,,"Hazlett, Helen","Philadelphia;Claxton, Remsen & Haffelfinger;1871.",,The heights of Eidelberg,,,,,,1825.0,f,us,,,,nyp/pairtree_root/33/43/30/76/07/95/44/33433076079544/nyp.33433076079544.json.bz2,3,Claxton Remsen Haffelfinger,0.12287033645015144
uiuo.ark+=13960=t0ks7cx66,1871,1871,1871.0,elite,8721591.0,308073,"Eliot, George",Edinburgh;W. Blackwood;1871-72.,v.4: pt. 1,Middlemarch: a study of provincial life,rev,pos,,1873,FR,1819.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/0k/s7/cx/66/ark+=13960=t0ks7cx66/uiuo.ark+=13960=t0ks7cx66.json.bz2,562,Blackwood,0.6215800597516656
uiuo.ark+=13960=t4xh0999j,1871,1871,1871.0,elite,8721591.0,308073,"Eliot, George",Edinburgh;W. Blackwood;1871-72.,v.1: pt. 2,Middlemarch: a study of provincial life,rev,pos,,1873,FR,1819.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/4x/h0/99/9j/ark+=13960=t4xh0999j/uiuo.ark+=13960=t4xh0999j.json.bz2,562,Blackwood,0.8806578542300539
uiuo.ark+=13960=t1tf0h21k,1871,1871,1871.0,elite,8721591.0,308073,"Eliot, George",Edinburgh;W. Blackwood;1871-72.,v.2: pt. 2,Middlemarch: a study of provincial life,rev,pos,,1873,FR,1819.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/1t/f0/h2/1k/ark+=13960=t1tf0h21k/uiuo.ark+=13960=t1tf0h21k.json.bz2,562,Blackwood,0.7914959399682727
uiuo.ark+=13960=t51g1d15h,1871,1871,1871.0,elite,8721591.0,308073,"Eliot, George",Edinburgh;W. Blackwood;1871-72.,v.3: pt. 2,Middlemarch: a study of provincial life,rev,pos,,1873,FR,1819.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/51/g1/d1/5h/ark+=13960=t51g1d15h/uiuo.ark+=13960=t51g1d15h.json.bz2,562,Blackwood,0.8007896926758241
uiuo.ark+=13960=t3bz6fw2n,1871,1871,1871.0,vulgar,,,"Bell, Emily Ernst",London;Hurst and Blackett;1872 [i. e. 1871,,A first appearance,,,,,,1840.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/3b/z6/fw/2n/ark+=13960=t3bz6fw2n/uiuo.ark+=13960=t3bz6fw2n.json.bz2,3,Hurst Blackett,0.47029682528415184
njp.32101065848267,1871,1871,1871.0,vulgar,,,"Murray, Eustace Clare Grenville","London;Smith, Elder;1871.",,The member for Paris,,,,,,1824.0,m,uk,,,,njp/pairtree_root/32/10/10/65/84/82/67/32101065848267/njp.32101065848267.json.bz2,15,Smith Elder,0.5560107525704809
nyp.33433074808670,1871,1871,1871.0,vulgar,,,"Brotherhead, Alfred P[axton]",Philadelphia;J. P. Lippincott & Co.;1871.,,Himself his worst enemy,,,,,,,,,,,,nyp/pairtree_root/33/43/30/74/80/86/70/33433074808670/nyp.33433074808670.json.bz2,2,Lippincott,0.3522115672691969
uiuo.ark+=13960=t2x35dr9t,1871,1871,1871.0,vulgar,,,"Scott, Geo. G",London;T. Cautley Newby;1871.,,"Clumber chase; or, Love's riddle solved by a royal sphinx",,,,,,1811.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/2x/35/dr/9t/ark+=13960=t2x35dr9t/uiuo.ark+=13960=t2x35dr9t.json.bz2,3,Cautley Newby,0.658983603167601
uc2.ark+=13960=t9t14ws52,1871,1871,1871.0,vulgar,,,"Weitzel, Sophie Winthrop",New York;A.D.F. Randolph;1871,,Miss Roberts' fortune,,,,,,1840.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/9t/14/ws/52/ark+=13960=t9t14ws52/uc2.ark+=13960=t9t14ws52.json.bz2,1,Randolph,0.6584673552731757
uiuo.ark+=13960=t9w09kf0m,1871,1871,1871.0,vulgar,,,"Marryat, Florence",London;R. Bentley;1871.,,The prey of the gods,,,,,,1833.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/9w/09/kf/0m/ark+=13960=t9w09kf0m/uiuo.ark+=13960=t9w09kf0m.json.bz2,83,Bentley,0.48399813101588457
nyp.33433074896105,1871,1871,1871.0,vulgar,,,"McLain, Mary Webster","New York;Dodd, Mead & Co.;c1871",,Daisy Ward's work,,,,,,,,,,,,nyp/pairtree_root/33/43/30/74/89/61/05/33433074896105/nyp.33433074896105.json.bz2,1,Dodd Mead,0.3294473183730457
uiuo.ark+=13960=t50g4c509,1871,1871,1871.0,elite,8721591.0,308073,"Eliot, George",Edinburgh;W. Blackwood;1871-72.,v. 3 PT.1,Middlemarch: a study of provincial life,rev,pos,,1873,FR,1819.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/50/g4/c5/09/ark+=13960=t50g4c509/uiuo.ark+=13960=t50g4c509.json.bz2,562,Blackwood,0.8179223392840653
dul1.ark+=13960=t1fj34z1f,1871,1871,1871.0,elite,10943835.0,7017241,"Lytton, Edward Bulwer Lytton",Edinburgh;London;W. Blackwood and sons;1871.,,The coming race,rev,pos,,1871,BM,1803.0,m,uk,,,,dul1/pairtree_root/ar/k+/=1/39/60/=t/1f/j3/4z/1f/ark+=13960=t1fj34z1f/dul1.ark+=13960=t1fj34z1f.json.bz2,671,Blackwood,0.8399693261963787
uc2.ark+=13960=t5fb4z81t,1871,1871,1871.0,vulgar,,,"Greey, Edward",J.E. Tilton & co.;1871.,,Blue jackets,,,,,,1835.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/5f/b4/z8/1t/ark+=13960=t5fb4z81t/uc2.ark+=13960=t5fb4z81t.json.bz2,11,Tilton,0.22614567886745204
uiuo.ark+=13960=t6834h65s,1871,1871,1871.0,elite,8721591.0,308073,"Eliot, George",Edinburgh;W. Blackwood;1871-72.,v.4: pt 2,Middlemarch: a study of provincial life,rev,pos,,1873,FR,1819.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/68/34/h6/5s/ark+=13960=t6834h65s/uiuo.ark+=13960=t6834h65s.json.bz2,562,Blackwood,0.8223858127756323
uc2.ark+=13960=t3610xb6c,1871,1871,1871.0,vulgar,,,"Harbert, Lizzie Boynton",Des Moines;Mills & Co.;1871.,,Out of her sphere,,,,,,1843.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/36/10/xb/6c/ark+=13960=t3610xb6c/uc2.ark+=13960=t3610xb6c.json.bz2,1,Des Moines Mills,0.3848245315934667
nyp.33433074961974,1872,1872,1872.0,vulgar,,,anonymous3,Boston;J.R. Osgood & Co.;1872.,,Only three weeks,,,,,,,,,,,,nyp/pairtree_root/33/43/30/74/96/19/74/33433074961974/nyp.33433074961974.json.bz2,0,Osgood,0.43803286488329535
uc2.ark+=13960=t4mk66200,1872,1872,1872.0,vulgar,,,"Mathews, Joanna Hooe",New York;R. Carter and brothers;1872.,,Jessie's parrot,,,,,,1849.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/4m/k6/62/00/ark+=13960=t4mk66200/uc2.ark+=13960=t4mk66200.json.bz2,6,Carter,0.47613896278117174
uiuo.ark+=13960=t06x0132p,1872,1872,1872.0,vulgar,,,"Tucker, Marwood",London;R. Bentley & Son;1872.,,Michael Tresidder,,,,,,1836.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/06/x0/13/2p/ark+=13960=t06x0132p/uiuo.ark+=13960=t06x0132p.json.bz2,2,Bentley,0.397482526316039
wu.89098026875,1872,1872,1872.0,vulgar,,,"Greenough, Richard S., Mrs",Boston;Roberts Brothers;1872.,,In extremis,,,,,,1819.0,f,us,,,,wu/pairtree_root/89/09/80/26/87/5/89098026875/wu.89098026875.json.bz2,5,Roberts,0.5832206482667768
nyp.33433074890074,1889,1872,1872.0,elite,8667272.0,28136856,"Meredith, George",London;Chapman and Hall;1889.,,The adventures of Harry Richmond,rev,,,1872,BM,1828.0,m,uk,,,,nyp/pairtree_root/33/43/30/74/89/00/74/33433074890074/nyp.33433074890074.json.bz2,500,Chapman Hall,0.5227836400715794
uc2.ark+=13960=t6n010f2h,1873,1872,1872.0,vulgar,,,"Dorr, Julia C. R",Philadelphia;J. B. Lippincott & Co.;1873.,,Expiation,,,,,,1825.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/6n/01/0f/2h/ark+=13960=t6n010f2h/uc2.ark+=13960=t6n010f2h.json.bz2,7,Lippincott,0.306003081206795
uc1.b2791154,1872,1872,1872.0,elite,7369164.0,7023826,"Shand, Alexander Innes","London;Smith, Elder;1872.",v. 1-3,Shooting the rapids,rev,,,1872,BM,1832.0,m,uk,,,,uc1/pairtree_root/b2/79/11/54/b2791154/uc1.b2791154.json.bz2,5,Smith Elder,0.48808449063984655
nyp.33433081962098,1872,1872,1872.0,vulgar,,,"Wright, Julia McNair",Philadelphia;A. Martien;1872.,,Marion through the brush,,,,,,1840.0,f,us,,,,nyp/pairtree_root/33/43/30/81/96/20/98/33433081962098/nyp.33433081962098.json.bz2,17,Martien,0.18576746765696855
njp.32101067643351,1872,1872,1872.0,vulgar,,,"Estvan, Mathilde",New York;Putnam;1872.,,Harry Delaware,,,,,,,f,us,,,,njp/pairtree_root/32/10/10/67/64/33/51/32101067643351/njp.32101067643351.json.bz2,2,Putnam,0.37045850647534834
uiuo.ark+=13960=t9668r34m,1872,1872,1872.0,vulgar,,,"Chatterton, Georgiana",London;Hurst and Blackett;1872.,,The lost bride,,,,,,1806.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/96/68/r3/4m/ark+=13960=t9668r34m/uiuo.ark+=13960=t9668r34m.json.bz2,32,Hurst Blackett,0.18377412297275808
nnc1.cr60162589,1872,1872,1872.0,vulgar,,,"Paull, M. A",Glasgow;John S. Marr & Sons;1872] .,,My parish and what happened in it / Mary Anna (Paull) Ripley,,,,,,1838.0,f,uk,,,,nnc1/pairtree_root/cr/60/16/25/89/cr60162589/nnc1.cr60162589.json.bz2,1,John Marr,0.4378756335790415
uc2.ark+=13960=t5m902m17,1872,1872,1872.0,elite,7655471.0,274709,"De Mille, James",Harper & brothers;1872.,,The American baron,rev,pos,,1872,ATL,1833.0,m,ca,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/5m/90/2m/17/ark+=13960=t5m902m17/uc2.ark+=13960=t5m902m17.json.bz2,25,Harper,0.2809773788504138
uiuo.ark+=13960=t9k36cm5w,1872,1872,1872.0,elite,8720219.0,47530505,"Palgrave, William Gifford",London;H.S. King & co.;1872.,v.2,Hermann Agha: an eastern narrative,rev,,,1872,FR,1826.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/9k/36/cm/5w/ark+=13960=t9k36cm5w/uiuo.ark+=13960=t9k36cm5w.json.bz2,4,King,0.3432327527967944
nyp.33433076066061,1872,1872,1872.0,elite,8690283.0,6155541,"Flagg, W. J",New York;Harper & Brothers;1872.,,A good investment,rev,pos,,1872,ATL,1818.0,m,us,,,,nyp/pairtree_root/33/43/30/76/06/60/61/33433076066061/nyp.33433076066061.json.bz2,1,Harper,0.32692039365245346
uc2.ark+=13960=t4bp0174c,1872,1872,1872.0,vulgar,,,"Burnand, F. C",Boston;Roberts Brothers;1872.,,Happy-thought hall,,,,,,1836.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/4b/p0/17/4c/ark+=13960=t4bp0174c/uc2.ark+=13960=t4bp0174c.json.bz2,24,Roberts,0.4646904809329678
nyp.33433034410518,1872,1872,1872.0,elite,8609555.0,38453555,"Edwards, Annie",London;R. Bentley and Son;1872.,,Ought we to visit her?,rev,pos,,1872,ATL,1830.0,f,uk,,,,nyp/pairtree_root/33/43/30/34/41/05/18/33433034410518/nyp.33433034410518.json.bz2,29,Bentley,0.6743160741206683
dul1.ark+=13960=t3jw91q2r,1872,1872,1872.0,elite,10942413.0,2735354,"Butler, Samuel",London;Trí_bner & Co. ...;1872.,,"Erewhon, or, Over the range",rev,,,1872,FR,1835.0,m,uk,,,,dul1/pairtree_root/ar/k+/=1/39/60/=t/3j/w9/1q/2r/ark+=13960=t3jw91q2r/dul1.ark+=13960=t3jw91q2r.json.bz2,52,Trí Bner,0.7269517467701276
uiuo.ark+=13960=t7jq1jx3g,1872,1872,1872.0,elite,8720219.0,47530505,"Palgrave, William Gifford",London;H.S. King & co.;1872.,v.1,Hermann Agha: an eastern narrative,rev,,,1872,FR,1826.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/7j/q1/jx/3g/ark+=13960=t7jq1jx3g/uiuo.ark+=13960=t7jq1jx3g.json.bz2,4,King,0.47332624594753026
nyp.33433082521166,1872,1872,1872.0,elite,8692446.0,332921,"Diaz, Abby Morton",Boston;J. R. Osgood and Company;1872.,,William Henry and his friends,rev,,,1872,ATL,1821.0,f,us,,,,nyp/pairtree_root/33/43/30/82/52/11/66/33433082521166/nyp.33433082521166.json.bz2,13,Osgood,0.5706954953999165
uiuo.ark+=13960=t7vm4tf4w,1873,1873,1873.0,elite,8721494.0,21920824,"Oliphant, Margaret",London;Hurst and Blackett;1873.,v.3,May,rev,,,1873,BM,1828.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/7v/m4/tf/4w/ark+=13960=t7vm4tf4w/uiuo.ark+=13960=t7vm4tf4w.json.bz2,305,Hurst Blackett,0.7704166045125347
njp.32101067644789,1873,1873,1873.0,vulgar,,,"Fogerty, J",London;Strahan & Co.;1873.,,Lauterdale,,,,,,1831.0,m,uk,,,,njp/pairtree_root/32/10/10/67/64/47/89/32101067644789/njp.32101067644789.json.bz2,7,Strahan,0.379704612219507
uc2.ark+=13960=t3tt4g49s,1873,1873,1873.0,vulgar,,,"Optic, Oliver","Boston;Lee and Shepard;New York;Lee, Shepard and Dillingham;1873.",,In school and out;,,,,,,1822.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/3t/t4/g4/9s/ark+=13960=t3tt4g49s/uc2.ark+=13960=t3tt4g49s.json.bz2,110,Lee Shepard Dillingham,0.10970587957655417
nyp.33433074866538,1873,1873,1873.0,elite,8665630.0,6218208,"Kip, Leonard",New York;G. P. Putnam's Sons;1873.,,The dead marquise;,rev,neg,,1873,ATL,1826.0,m,us,,,,nyp/pairtree_root/33/43/30/74/86/65/38/33433074866538/nyp.33433074866538.json.bz2,4,Putnam,0.46551214378240324
uiuo.ark+=13960=t7gq76w1k,1873,1873,1873.0,vulgar,,,"Collins, Mortimer",London;H.S. King;1873.,,Miranda,,,,,,1827.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/7g/q7/6w/1k/ark+=13960=t7gq76w1k/uiuo.ark+=13960=t7gq76w1k.json.bz2,49,King,0.36568006100516914
uiuo.ark+=13960=t56d6ds4n,1873,1873,1873.0,elite,8721494.0,21920824,"Oliphant, Margaret",London;Hurst and Blackett;1873.,v.2,May,rev,,,1873,BM,1828.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/56/d6/ds/4n/ark+=13960=t56d6ds4n/uiuo.ark+=13960=t56d6ds4n.json.bz2,305,Hurst Blackett,0.7206736364183498
uiuo.ark+=13960=t2k65210v,1873,1873,1873.0,elite,8721494.0,21920824,"Oliphant, Margaret",London;Hurst and Blackett;1873.,v.1,May,rev,,,1873,BM,1828.0,f,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/2k/65/21/0v/ark+=13960=t2k65210v/uiuo.ark+=13960=t2k65210v.json.bz2,305,Hurst Blackett,0.7860521295336446
nyp.33433076025463,1873,1873,0.0,vulgar,,,"McKnight, Charles",Pittsburgh;Peoples monthly publishing co.;1873.,,Old Fort Duquesne,,,,,,,m,us,,,,nyp/pairtree_root/33/43/30/76/02/54/63/33433076025463/nyp.33433076025463.json.bz2,3,Pittsburgh Peoples Monthly,0.19217830634672473
uiuo.ark+=13960=t51g10g4w,1873,1873,1873.0,presentaselite,,,"Besant, Walter",London;Tinsley;1873.,,My little girl,,,,,,1836.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/51/g1/0g/4w/ark+=13960=t51g10g4w/uiuo.ark+=13960=t51g10g4w.json.bz2,203,Tinsley,0.5932862315629199
uc2.ark+=13960=t1sf2mf2p,1898,1873,1873.0,elite,7682431.0,4083035,"Peterson, Henry",Philadelphia;Coates;1898.,,"Pemberton, or, One hundred years ago",rev,neg,,1873,ATL,1818.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/1s/f2/mf/2p/ark+=13960=t1sf2mf2p/uc2.ark+=13960=t1sf2mf2p.json.bz2,5,Coates,0.25617521084016914
uc2.ark+=13960=t4bp05k0k,1899,1873,1873.0,elite,6131783.0,1806505,"Reade, Charles",Boston;Dana Estes;1899?,,A simpleton,rev,,,1873,FR,1814.0,m,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/4b/p0/5k/0k/ark+=13960=t4bp05k0k/uc2.ark+=13960=t4bp05k0k.json.bz2,259,Dana Estes,0.5845532066461263
loc.ark+=13960=t6nz8x84q,1873,1873,1873.0,elite,9609749.0,,"Leonowens, Anna Harriette",Boston;J. R. Osgood and company;1873.,,The romance of the harem,rev,pos,,1873,ATL,1831.0,f,uk,,,,loc/pairtree_root/ar/k+/=1/39/60/=t/6n/z8/x8/4q/ark+=13960=t6nz8x84q/loc.ark+=13960=t6nz8x84q.json.bz2,4,Osgood,0.40555449558136714
inu.32000006997615,1873,1873,1873.0,elite,8570178.0,3508964,"Ritchie, Anne Thackeray","London;Smith, Elder, & co.;1873.",,Old Kensington,rev,,,1873,FR,1837.0,f,uk,,,,inu/pairtree_root/32/00/00/06/99/76/15/32000006997615/inu.32000006997615.json.bz2,46,Smith Elder,0.6737410932629665
njp.32101065600601,1873,1873,1873.0,vulgar,,,"Whittlesey, Elsie Leigh","Philadelphia;Claxton, Remsen & Haffelfinger;1873.",,The hemlock swamp,,,,,,,f,us,,,,njp/pairtree_root/32/10/10/65/60/06/01/32101065600601/njp.32101065600601.json.bz2,1,Claxton Remsen Haffelfinger,0.27129785395377376
uc1.b4104445,1874,1874,1874.0,elite,5946500.0,961310,"Davis, Rebecca Harding",New York;Orange Judd company;c1874,,John Andross,rev,pos,,1874,ATL,1831.0,f,us,,,,uc1/pairtree_root/b4/10/44/45/b4104445/uc1.b4104445.json.bz2,19,Orange Judd,0.4780689594189927
uiuo.ark+=13960=t41r7d247,1874,1874,1874.0,vulgar,,,"Payn, James",London;R. Bentley and Son;1874.,,The best of husbands,,,,,,1830.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/41/r7/d2/47/ark+=13960=t41r7d247/uiuo.ark+=13960=t41r7d247.json.bz2,109,Bentley,0.6627646642717213
uc2.ark+=13960=t9w095f33,1900,1874,1874.0,vulgar,,,"Southworth, Emma Dorothy Eliza Nevitte",New York;A. L. Burt;n.d.,,Victor's triumph,,,,,,1819.0,f,us,"Southworth, E. D. E. N. ",,,uc2/pairtree_root/ar/k+/=1/39/60/=t/9w/09/5f/33/ark+=13960=t9w095f33/uc2.ark+=13960=t9w095f33.json.bz2,82,Burt,0.31310708654577357
njp.32101068152857,1874,1874,1874.0,elite,8967824.0,3797848,"Hardy, Thomas",New York;H. Holt;1874.,,Desperate remedies,rev,neg,,1874,ATL,1840.0,m,uk,,,,njp/pairtree_root/32/10/10/68/15/28/57/32101068152857/njp.32101068152857.json.bz2,282,Holt,0.50684936897885
uiuo.ark+=13960=t19k5018x,1874,1874,1874.0,vulgar,,,"Solly, Henry",London;Chapman and Hall;1874.,,Gerald and his friend the doctor,,,,,,1813.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/19/k5/01/8x/ark+=13960=t19k5018x/uiuo.ark+=13960=t19k5018x.json.bz2,8,Chapman Hall,0.6643104035182155
njp.32101066457969,1874,1874,1874.0,elite,8928069.0,657209,"Cooke, John Esten",New York;Orange Judd Company;1874,,Pretty Mrs. Gaston,rev,,,1874,ATL,1830.0,m,us,,,,njp/pairtree_root/32/10/10/66/45/79/69/32101066457969/njp.32101066457969.json.bz2,54,Orange Judd,0.3078628328296848
uc2.ark+=13960=t16m33f86,1874,1874,1874.0,elite,7661708.0,10891598,"Jay, W. M. L",New York;E.P. Dutton;1874.,,Holden with the cords,rev,,,1874,ATL,1833.0,f,uk,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/16/m3/3f/86/ark+=13960=t16m33f86/uc2.ark+=13960=t16m33f86.json.bz2,3,Dutton,0.48126870962390306
njp.32101068179041,1874,1874,1874.0,vulgar,,,"Harwood, John Berwick",London;R. Bentley and Son;1874.,,Lady Livingston's legacy,,,,,,1828.0,m,uk,,,,njp/pairtree_root/32/10/10/68/17/90/41/32101068179041/njp.32101068179041.json.bz2,12,Bentley,0.430834284520105
uc1.b3327322,1874,1874,1874.0,vulgar,,,"Montgomery, Florence",London;R. Bentley;1874.,,Thwarted or Ducks' eggs in a hen's nest,,,,,,1843.0,f,uk,,,,uc1/pairtree_root/b3/32/73/22/b3327322/uc1.b3327322.json.bz2,29,Bentley,0.2780708744018438
uc1.b250353,1874,1874,1874.0,vulgar,,,"Reade, Compton",London;R. Bentley;1874.,,Rose and Rue,,,,,,1836.0,f,uk,,,,uc1/pairtree_root/$b/25/03/53/$b250353/uc1.$b250353.json.bz2,6,Bentley,0.7106797997837889
uc2.ark+=13960=t2n58cz1k,1874,1874,1874.0,vulgar,6103027.0,,"Roe, Edward Payson",New York;Dodd & Mead;c1874,,Opening a chestnut burr,rev,,,1874,ATL,1838.0,m,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/2n/58/cz/1k/ark+=13960=t2n58cz1k/uc2.ark+=13960=t2n58cz1k.json.bz2,91,Dodd Mead,0.3751953171921085
uiuo.ark+=13960=t8pc3h23p,1874,1874,0.0,vulgar,,,"De Jongh, Bertha",London;Richard Bentley and Son;1874.,,The sisters Lawless,,,,,,,f,uk,"Noel, Rosa",,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/8p/c3/h2/3p/ark+=13960=t8pc3h23p/uiuo.ark+=13960=t8pc3h23p.json.bz2,6,Richard Bentley,0.4097239499741968
uc2.ark+=13960=t8bg2j878,1874,1874,1874.0,vulgar,,,"Reid, Christian",New York;D. Appleton and company;1874.,,A daughter of Bohemia;,,,,,,1846.0,f,us,,,,uc2/pairtree_root/ar/k+/=1/39/60/=t/8b/g2/j8/78/ark+=13960=t8bg2j878/uc2.ark+=13960=t8bg2j878.json.bz2,33,Appleton,0.3491348140790151
uiuo.ark+=13960=t2h70xs59,1875,1875,1875.0,elite,6059197.0,15139502,"MacDonald, George",London;H.S. King & co.;1875.,v.3,Malcolm,rev,,,1875,BM,1824.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/2h/70/xs/59/ark+=13960=t2h70xs59/uiuo.ark+=13960=t2h70xs59.json.bz2,144,King,0.6333582737665742
mdp.39015046359850,1900,1875,1875.0,elite,,,"James, Henry",Boston;Houghton Mifflin co.;1900?,,Roderick Hudson,,,,,,1843.0,m,us,,,,mdp/pairtree_root/39/01/50/46/35/98/50/39015046359850/mdp.39015046359850.json.bz2,543,Houghton Mifflin,0.6807147001655424
uc2.ark+=13960=t1mg7mm2m,1875,1875,1875.0,elite,7688224.0,11232419,"Gift, Theo",New York;H. Holt;1875.,,Pretty Miss Bellew;,rev,,,1875,ATL,1847.0,f,uk,"Boulger, D. Henrietta ",,,uc2/pairtree_root/ar/k+/=1/39/60/=t/1m/g7/mm/2m/ark+=13960=t1mg7mm2m/uc2.ark+=13960=t1mg7mm2m.json.bz2,4,Holt,0.687494485731478
uiuo.ark+=13960=t9183tc29,1875,1875,1875.0,elite,6059197.0,15139502,"MacDonald, George",London;H.S. King & co.;1875.,v.1,Malcolm,rev,,,1875,BM,1824.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/91/83/tc/29/ark+=13960=t9183tc29/uiuo.ark+=13960=t9183tc29.json.bz2,144,King,0.6290958395214677
uiuo.ark+=13960=t58d0f39v,1875,1875,1875.0,elite,6059197.0,15139502,"MacDonald, George",London;H.S. King & co.;1875.,v.2,Malcolm,rev,,,1875,BM,1824.0,m,uk,,,,uiuo/pairtree_root/ar/k+/=1/39/60/=t/58/d0/f3/9v/ark+=13960=t58d0f39v/uiuo.ark+=13960=t58d0f39v.json.bz2,144,King,0.5076302429427811
