docid,actualdate,earliestdate,firstpub,tags,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birthdate,gender,nationality,othername,notes,canon,poe_quarter_1870
uc2.ark+=13960=t04x56b63,1903,1903,1903,reviewed,7662568.0,1510554.0,"Hope, Laurence,",New York;J. Lane;London;W. Heinemann;1903.,,Stars of the desert,pub,,,1903.0,FR,1865,f,uk,"Nicolson, Adela Florence",,,0.6589705411930656
loc.ark+=13960=t55d9qp4v,1903,1903,1903,random,11209701.0,,"Kelley, N. P. [from old catalog]",n.p.;c1903.,,Poems,,,,,,,,,,,,0.3639415516989978
nyp.33433074849278,1903,1903,1903,random,8663593.0,,"Faulkner, S. E. Sherwood.",Toronto;1903.,,Sea murmurs and woodland songs,,,,,,1853,m,ca,,,,0.45400879643809877
nyp.33433074891130,1907,1907,1903,random,8663209.0,,"Noyes, Alfred,","New York;The Macmillan company;London;Macmillan & co., ltd.;1907.",,The flower of old Japan,,,,,,1880,m,uk,,,,0.6652643324943969
loc.ark+=13960=t1cj8vs53,1902,1902,1902,random,9559746.0,,"Welsh, Mary Elizabeth,",New York;London [etc.;The Abbey press;1902,,Kapiolani;,,,,,,1840,f,us,,,,0.41293832473364145
loc.ark+=13960=t0gt62k04,1902,1902,1902,random,9598235.0,,"Wilder, Cordelia Beardsley.","Coventry, N.Y.;Binghamton, Press of Chronicle Pub. Co.;1902.",,Kitchen visits with the muses,,,,,,1839,f,us,,,,0.31434130749209616
uc2.ark+=13960=t3kw59z20,1902,1902,1902,reviewed,283582.0,2675845.0,"Cawein, Madison Julius,",Louisville;J. P. Morton & company;1902.,,A voice on the wind,rev,,,1903.0,ATL,1865,m,us,,,,0.6878861566836401
uc2.ark+=13960=t57d2rh5g,1902,1902,1902,reviewed,449898.0,1211824.0,"Millard, Bailey,",San Francisco;Elder & Shepard;1902.,,Songs of the press and other adventures in verse,rev,,pop,1902.0,ATL,1859,m,us,,obscure,,0.561339075517276
mdp.39015030659935,1902,1902,1902,reviewed,778693.0,2904707.0,"Bridges, Robert,",New York;C. Scribner's sons;1902.,,Bramble Brae,rev,pos,,1902.0,ATL,1844,m,uk,,,,0.5141026037579332
loc.ark+=13960=t77s88w2s,1902,1902,1902,reviewed,9591607.0,8330245.0,"Wetherald, A. Ethelwyn.",Boston;R.G. Badger;1902.,,Tangled in stars;,rev,,,1903.0,ATL,1857,f,ca,,,,0.6886051947496008
uc2.ark+=13960=fk5p84448t,1902,1902,1902,reviewed,8658129.0,9841814.0,"Taylor, Bert Leston,",Evanston [Ind.;W.S. Lord;1902.,,Line-o'-type lyrics,rev,pos,pop,1902.0,ATL,1866,m,us,,,,0.507530371610533
uc2.ark+=13960=t56d5wq45,1902,1902,1902,reviewed,7665330.0,1490725.0,"MacManus, Anna,",Dublin;M.H. Gill and son;1902.,,The four winds of Eirinn,rev,pos,,1903.0,FR,1866,f,ir,"Carbery, Ethna",,,0.39105878621015955
uc2.ark+=13960=t3707xn1m,1902,1902,1902,reviewed,7654606.0,249986.0,"Carryl, Guy Wetmore,","Boston;and New York;Houghton, Mifflin & Co.;1902",,Grimm tales made gay,rev,pos,,1903.0,ATL,1873,m,us,,,,0.730859775768394
loc.ark+=13960=t07w6wd9p,1902,1902,1902,reviewed,9561163.0,,"Stevens, Thomas Wood,",Chicago;Blue Sky Press;1902.,,The morning road,rev,neg,pop,1903.0,ATL,1880,m,us,,,,0.5624495988251615
loc.ark+=13960=t0qr5g21z,1902,1902,1902,random,9585744.0,,"Haswin, Frances Rosina. [from old catalog]","Wausau, Wis.;Van Vechten & Ellis;1902",,Some songs and verses,,,,,,,,,,,,0.5885885034861403
nyp.33433082501119,1902,1902,1902,random,8655938.0,,"Molina, Julia Wolff.",New York;London [etc.;The Abbey Press;1902,,"Mingled sweets and bitters; or, My legacy",,,,,,,,,,,,0.4550228336663997
loc.ark+=13960=t1zc8cv86,1902,1902,1902,random,9562257.0,,"Van Cleve, Alice Davis. [from old catalog]",New York;R. H. Rvssell;1902.,,The Queen's rosary,,,,,,1857,f,us,,,,0.4184963376893732
uc1.b3312256,1902,1902,1902,random,6130530.0,,"Payne, John,",London;Printed for the Villon Society;1902;(Leyden (Holland);Printed by E.J. Brill),v.1,The poetical works of John Payne,,,,,,1842,m,uk,,,,0.652606237177571
loc.ark+=13960=t7wm1th1h,1902,1902,1902,random,9581714.0,,"McClintick, William Trimble. [from old catalog]","Chillicothe, O.;The A. Scholl press;1902.",,Verses written during a busy lawyer's life,,,,,,1819,m,us,,,,0.3874862321928316
loc.ark+=13960=t4zg76m6h,1901,1901,1901,reviewed,6130494.0,1800519.0,"Moody, William Vaughn,","Boston;New York;Houghton, Mifflin;c1901",,Poems,rev,pos,,1901.0,ATL,1869,m,us,,,,0.6802330856683965
uc1.b3579606,1901,1901,1901,reviewed,6678572.0,4781270.0,"Gilder, Richard Watson,",New York;The Century co.;1901.,,Poems and inscriptions,rev,pos,,1902.0,ATL,1844,m,us,,,,0.5391084028233859
uc2.ark+=13960=t5h990m69,1901,1901,1901,reviewed,6501476.0,1209225.0,"Branch, Anna Hempstead,","Boston and;New York;Houghton, Mifflin and company;1901.",,The heart of the road,rev,,,1902.0,ATL,1875,f,us,,,,0.7198542225844207
mdp.39015030707155,1901,1901,1901,reviewed,633815.0,288225.0,"Meredith, George,",Westminster;A. Constable;1901.,,A reading of life,rev,,,1901.0,FR,1828,m,uk,,,y,0.5432640635507758
uc2.ark+=13960=t79s1pt8q,1901,1901,1901,reviewed,6518741.0,382076.0,"Webb, Charles Henry,","Boston;and New York;Houghton, Mifflin and company;1901.",,With lead and line along varying shores;,rev,,,1902.0,ATL,1834,m,us,,,,0.562954210559321
uc2.ark+=13960=t27945p5k,1901,1901,1901,reviewed,7645856.0,360484.0,"Henley, William Ernest,",New York and London;Harper & brothers;1901.,,"Hawthorn and lavender, with other verses",rev,pos,,1902.0,ATL,1849,m,uk,,,y,0.6445230120543199
loc.ark+=13960=t85h85q7m,1901,1901,1901,random,9563403.0,,"Heyer, Mary B.",New York;Abbey Press;1901,,Under the southern sun [poems],,,,,,1870,f,us,,,,0.31015338561348754
nyp.33433082209572,1902,1902,1901,random,8656240.0,,"Edgar, Timothy Bloomfield.",St. Louis;Privatedly printed;1902.,,"Poems, rhymes, and sayings",,,,,,1815,m,us,,,,0.32014659652074395
nyp.33433075808877,1901,1901,1901,random,6641440.0,,"McMahon, Patrick Maurice,",San Francisco;Stanley-Taylor Co.;1901.,,From fair Hawaiiland;,,,,,,1862,m,us,,,,0.44479956160814754
nyp.33433075790992,1901,1901,1901,random,8656925.0,,"Fitzpatrick, Ernest Hugh.","Pontiac, Ill.;Printed by the News Pub. Co.;1901",,The passing of William McKinley,,,,,,1863,m,us,,,,0.31145344077423354
loc.ark+=13960=t47p9ff2j,1901,1901,1901,random,7652439.0,,"Blood, Henry Ames,","Washingtn, D.C.;The Neale Publishing Company;1901.",,Selected poems of Henry Ames Blood,,,,,,1836,m,us,,,,0.5781411076557285
loc.ark+=13960=t7dr3dz91,1901,1901,1901,random,9604013.0,,"Pickett, Anita Trueman,",New York;The Alliance pub. co.;1901.,,Philo-sophia;,,,,,,1881,f,us,,,,0.3387155490319146
loc.ark+=13960=t91846423,1901,1901,1901,random,11212643.0,,"Smith, Robinson,","Cambridgeport, Mass.;Hezlitt & Seaward;1901.",,The soul-at-arms and other poems,,,,,,1876,m,us,,,,0.39234217828869783
loc.ark+=13960=t77s85d09,1901,1901,1901,random,9573333.0,,"Dunham, Sam C.","Washington, D.C.;The Neale publishing co.;1901.",,The goldsmith of Nome,,,,,,1855,m,us,,,,0.455827847230346
uc2.ark+=13960=t9h41kd1k,1900,1900,1900,reviewed,7657101.0,6004575.0,"Dorr, Julia C. R.",New York;C. Scribner's sons;1900.,,Afterglow;,rev,pos,,1901.0,ATL,1825,f,us,,,,0.5674790668667383
uc2.ark+=13960=t9c53mb7v,1901,1901,1900,reviewed,474669.0,5035217.0,"Binyon, Laurence,",London;Unicorn Press;1901.,,Odes,rev,,elite,1900.0,FR,1869,m,uk,,,,0.6221431786207766
uc2.ark+=13960=t8mc8v73b,1900,1900,1900,reviewed,6641450.0,2805663.0,"Mifflin, Lloyd,","Boston and New York;Houghton, Mifflin and company;1900.",,The fields of dawn and later sonnets,rev,pos,,1901.0,ATL,1846,m,us,,obscure,,0.5742054632710996
loc.ark+=13960=t50g4bb04,1900,1900,1900,random,9573454.0,,"Dickson, William Bradford. [from old catalog]","South Bend, Ind.;Tribune co.;1900",,Psalms of soul,,,,,,,,,,,,0.41069897848895115
nyp.33433044042400,1902,1902,1899,random,8613325.0,,"Machar, Agnes Maule,",London;E. Stock;1902.,,Lays of the 'True North',,,,,,1837,f,ca,,,,0.4254005516745373
mdp.39015011913525,1899,1899,1899,addcanon,1375622.0,,"Dunbar, Paul Laurence","New York;Dodd, Mead;1899.",,Lyrics of the Hearthside,,,,,,1872,m,us,,Af-Am poet,y,0.5256980844706178
mdp.39015046406727,1903,1903,1899,reviewed,,,"Yeats, W. B.",London;Elkin Matthews;1903.,,The wind among the reeds,rev,pos,,1907.0,FR,1865,m,ir,,,y,0.5614464364356775
uc2.ark+=13960=t3ws8kz7m,1898,1898,1898,reviewed,477912.0,2481015.0,"Tynan, Katharine,",London;G. Richards;1898.,,The wind in the trees;,rev,pos,,1899.0,FR,1859,f,ir,,,,0.6619258387799484
nyp.33433074874540,1898,1898,1898,reviewed,8663852.0,4354387.0,"Rhys, Ernest,",London;D. Nutt;1898.,,Welsh ballads,rev,pos,,1899.0,FR,1859,m,uk,,,,0.5961888328605789
uc2.ark+=13960=t23b6296r,1898,1898,1898,reviewed,7692465.0,7628453.0,"Shorter, Dora Sigerson,",London;New York;John Lane;1898.,,The fairy changeling and other poems,rev,pos,,1899.0,FR,1866,f,ir,"Sigerson, Dora",,,0.6301238898932799
uc2.ark+=13960=t0vq2sd89,1898,1898,1898,random,7667733.0,,"Olmsted, Charles Sanford,",Philadelphia;G. W. Jacobs & co.;1898.,,December musings and other poems,,,,,,1853,m,us,,,,0.30037527901634353
uc1.b166365,1898,1898,1898,random,6641768.0,,"Latymer, Francis Burdett Thomas Coutts-Nevill,",London;New York;John Lane;1898.,,The Alhambra and other poems,,,,,,1852,m,uk,,,,0.5228738330450396
mdp.39015030841830,1898,1898,1898,random,1372238.0,,<blank>,"St. Albans, Vt.;Wallace-Cummings Print. Co.;1898.",,Vermont verse,,,,,,1878,m,us,"Taft, Russell W.",,,0.4851379207473827
hardywessexpoems1898,1898,1898,1898,addcanon,,,"Hardy, Thomas",,,Wessex Poems,,,,,,1840,m,uk,,,y,
loc.ark+=13960=t4dn4r64d,1897,1897,1897,reviewed,9593667.0,,"Stedman, Edmund Clarence,","Boston;New York;Houghton, Mifflin and Co.;1897.",,"Poems, now first collected",rev,,,1898.0,ATL,1833,m,us,,,,0.5601316657701594
uc1.b3576647,1897,1897,1897,reviewed,1024642.0,350184.0,"Symons, Arthur,",London;L. Smithers;New York;G.H. Richmond and co.;1897.,,Amoris victima,pub,,,1896.0,SAV,1865,m,uk,,,,0.7464074879917745
nyp.33433074802640,1897,1897,1897,random,8657038.0,,"Young, Claiborne Addison.",Boston;Estes & Lauriat;1897.,,Way songs and wanderings,,,,,,1843,m,us,,,,0.5093005352315125
nyp.33433076031859,1897,1897,1897,random,8637086.0,,"Riley, James Whitcomb,",New York;C. Scribner's sons;1897-1914.,v. 9 Armazindy,The poems and prose sketches of James Whitcomb Riley,,,,,,1849,m,us,,,,0.6094154056691508
nyp.33433074901194,1897,1897,1897,random,7689169.0,,"Howard, Henry Newman,",London;E. Stock;1897.,,Footsteps of Proserpine and other verses and interludes,,,,,,1861,m,uk,,,,0.5597465224161242
uc2.ark+=13960=t9280b81v,1897,1897,1897,random,,,"Green, Septimus G.",London;E. Stock;1897.,s,Jennifred,,,,,,,m,uk,,,,0.515811439132999
nyp.33433081895090,1897,1897,1897,random,,,"Fordham, Mary Weston.","Charleston, S. C.;Walker, Evans & Cogswell Co.;c1897",,Magnolia leaves,,,,,,1844,f,us,,Af-Am poet,,0.2550725933301192
uc1.b167385,1896,1896,1896,reviewed,6642393.0,2888986.0,"Chesson, Nora,",London;Lane;1896.,,Under quicken boughs,rev,pos,,1899.0,FR,1871,f,uk,,,,0.6971794311412739
mdp.39015066062160,1902,1902,1896,reviewed,484306.0,360509.0,"Housman, A. E.",Philadelphia;Henry Altemus company;1902?].,,A Shropshire lad,rev,pos,,1898.0,FR,1859,m,uk,,,y,0.5398953327230335
uc2.ark+=13960=t7pn9060k,1906,1896,1896,reviewed,7657976.0,6510884.0,"Dowson, Ernest Christopher,",London;New York;J. Lane;1906.,,The poems of Ernest Dowson,pub,,,1896.0,SAV,1867,m,uk,,,y,0.6626772128535185
uc2.ark+=13960=t7sn0664h,1896,1896,1896,reviewed,7685257.0,1032839.0,"Alexander, Cecil Frances,",London;Macmillan;New York;Macmillan;1896.,,Poems,rev,pos,pop,1896.0,BM,1818,f,ir,,,,0.41897973570818825
uc2.ark+=13960=t87h1kw4b,1897,1897,1896,reviewed,6059713.0,4466067.0,"AE,",New York;London;J. Lane;c1897.,,The earth breath and other poems,rev,pos,,1899.0,FR,1867,m,ir,"Russell, George William",,,0.5816019250315547
uc1.b4107944,1896,1896,1896,reviewed,6157032.0,214927327.0,"Rossetti, Christina Georgina,",London;New York;Macmillan;1896.,,New poems by Christina Rossetti,rev,,,1896.0,BM,1830,f,uk,,,y,0.5202284965703192
njp.32101049721457,1896,1896,1896,random,8897590.0,,"Ainslie, R. St. John",Leeds;R. Jackson;1896.,,Sedbergh school songs,,,,,,1861,m,uk,,,,0.4469750414944455
loc.ark+=13960=t1cj90444,1896,1896,1896,random,9594736.0,,"Ramsey, V. G.",Boston;The Morning Star Publishing House;1896.,,A censer;,,,,,,1817,f,us,,,,0.30365606542624507
uc2.ark+=13960=t71v5dh7m,1896,1896,1896,random,7666485.0,,"Main, William.",Melbourne;George Robertson;1896.,,Bush solitudes and other verses,,,,,,1860,m,au,,,,0.38664341700928284
nyp.33433069354185,1896,1896,1896,random,8657956.0,,"Pitcher, James,","Hartwick Seminary, N.Y.;J. Pitcher;1896.",,The hermit of Moss Pond,,,,,,1845,m,us,,,,0.4055569095295244
uc2.ark+=13960=t07w6cd1m,1895,1895,1895,reviewed,7693626.0,1822323.0,"Watson, Rosamund Marriott,",London;J. Lane;Chicago;Way and Williams;1895.,,Vespertilia and other verses,pub,,,1895.0,YB,1860,f,uk,"Tomson, Graham R",,,0.6679361206982857
nyp.33433075838023,1895,1895,1895,reviewed,8658014.0,16124963.0,"Stoddard, Elizabeth,","Boston and;New York;Houghton, Mifflin and Company;1895;(Cambridge;The Riverside Press).",,Poems,rev,pos,,1896.0,ATL,1823,f,us,,,,0.655890780194207
uc1.b3546464,1895,1895,1895,reviewed,6672109.0,6566556.0,"Johnson, Lionel Pigot,",London;E. Mathews;Boston;Copeland & Day;1895.,,Poems,rev,pos,,1899.0,FR,1867,m,uk,,, ,0.5741304756552899
uc2.ark+=13960=t4gm84g69,1895,1895,1895,random,6509532.0,,"Cocke, Zitella,",Boston;Copeland and Day;1895.,,A Doric reed,,,,,,1840,f,us,,,,0.4280316756304824
loc.ark+=13960=t9183w60x,1895,1895,1895,random,6516864.0,,"Savage, Richard,",Chicago and New York;F. T. Neely;1895.,,After many years,,,,,,1846,m,us,,,,0.6283853779075022
uc2.ark+=13960=t14m91w7c,1895,1895,1895,random,7660685.0,,"Groser, Horace George.","Edinburgh;A. Melrose;dedication, 1895",,Little folks land,,,,,,1863,m,uk,,not actually juvenile audience,,0.5654499608024031
loc.ark+=13960=t6543bf6c,1894,1894,1894,reviewed,9558530.0,6148800.0,"Rogers, Robert Cameron,",New York;London;G. P. Putnam's Sons;1894.,,The wind in the clearing,rev,,,1895.0,ATL,1862,m,us,,,,0.6975061069461042
uc2.ark+=13960=t0zp3xm93,1894,1894,1894,reviewed,7674510.0,8912486.0,"Tabb, John B.","Boston;Small;1900, c1894.",,Poems,rev,,,1895.0,ATL,1845,m,us,,,,0.6072885149663996
loc.ark+=13960=t6pz5tc3h,1894,1894,1894,reviewed,9603767.0,,"Parker, Gilbert,",Cambridge [Mass.;Stone & Kimball;London;Methuen;1894;(New York;De Vinne Press),,A lover's diary,rev,,,1895.0,ATL,1862,m,ca,,,,0.6057523903442693
loc.ark+=13960=t5k93s659,1894,1894,1894,reviewed,7676917.0,3102553.0,"Williams, Francis Howard,",New York;London;G. P. Putnam's sons;1894,,The flute-player and other poems,rev,,,1895.0,ATL,1844,m,us,,,,0.6814127852679612
mdp.39015063940111,1894,1894,1894,reviewed,321637.0,13024779.0,"Lee-Hamilton, Eugene.",London;E. Stock;1894.,,Sonnets of the wingless hours,rev,,,1895.0,ATL,1845,m,uk,,,,0.5811689735241342
uc2.ark+=13960=t2f766k62,1894,1894,1894,reviewed,7667277.0,3741532.0,"Mitchell, Langdon Elwyn,","Boston;New York;Houghton, Mifflin and company;1894.",,Poems,rev,,,1895.0,ATL,1862,m,us,,,,0.6230099555230331
uc2.ark+=13960=t26974b8z,1894,1894,1894,reviewed,7693632.0,1112477.0,"Watson, William,","London;John Lane;New York, Macmillan & Co.;1894.",,Odes and other poems,rev,pos,,1895.0,FR,1858,m,uk,,,,0.571781374036449
uc1.b167484,1894,1894,1894,reviewed,539391.0,4796288.0,"Davidson, John,",London;J.Lane;Boston;Copeland & Day;1894.,,Ballads & songs,rev,,,1895.0,FR,1857,m,uk,,,,0.7296879759143334
mdp.39015059422017,1894,1894,1894,random,482611.0,,"Japp, Alexander H.",London;Chatto & Windus;1894.,,Dramatic pictures,,,,,,1839,m,uk,,,,0.46725087782949615
loc.ark+=13960=t2s475v8n,1894,1894,1894,random,9586845.0,,"Battersby, John H. [from old catalog]",New York;J. R. Huth;1894.,,Poems patriotic,,,,,,,m,,,,,0.23139956253267685
njp.32101066109255,1894,1894,1894,random,9246457.0,,"Partridge, William Ordway,",Boston;J. Wilson and Son;1894;(Boston;University Press),,Song-life of a sculptor,,,,,,1861,m,us,,Trans from Russian,,0.5003801684403358
mdp.39015000544554,1894,1894,1894,random,1398769.0,,"Thompson, Francis,",London;E. Mathews & John Lane;Boston;Copeland & Day;1894.,v.1,Poems,,,,,,1859,m,uk,,Well-known,,0.5556209332854726
loc.ark+=13960=t3xs6b07q,1894,1894,1894,random,9608950.0,,"Choate, Clara Elizabeth. [from old catalog]",Boston;Lee and Shepard;1894,,Songs of truth,,,,,,1851,f,us,,,,0.23792835396486728
uc2.ark+=13960=t3222ww5h,1894,1894,1894,random,7507454.0,,"Image, Selwyn,",London;Elkin Matthews;1894.,,Poems & carols,,,,,,1849,m,uk,,,,0.43111126542277717
uc1.b274729,1894,1894,1894,random,6518179.0,,"Thayer, William Roscoe,",Boston;New York;Houghton Mifflin company;1894.,,Poems;,,,,,,1859,m,us,,,,0.5223536177474116
loc.ark+=13960=t7kp8gj8r,1893,1893,1893,reviewed,8656635.0,1718752.0,"Granniss, Anna J.","Keene, N.H.;Darling & company, printers;1893.",,"Skipped stitches, verses",rev,,,1895.0,ATL,1856,f,us,,obscure,,0.6323085655023227
nyp.33433075807317,1893,1893,1893,reviewed,8589568.0,4178539.0,"McCulloch, Hugh,","Cambridge [Mass.;Stone and Kimball;1894, c1893.",,The quest of Heracles and other poems,rev,,,1895.0,ATL,1869,m,us,,,,0.5664972576506554
njp.32101067628659,1893,1893,1893,reviewed,8961163.0,13778849.0,"Barlas, John Evelyn,",Dundee;J.P. Mathew;1893.,,Selections from Songs of a bayadere and Songs of a troubadour,rev,pos,,1896.0,YB,1860,m,uk,"Douglas, Evelyn",,,0.6861734852269964
loc.ark+=13960=t8df7d08p,1893,1893,1893,reviewed,9575895.0,7225237.0,"Hayne, William Hamilton,",New York;F.A. Stokes company;1893.,,Sylvan lyrics and other verses,rev,,,1895.0,ATL,1856,m,us,,,,0.6492695155454434
mdp.39015003700393,1893,1893,1893,reviewed,1398575.0,2040330.0,"Garland, Hamlin,","Cambridge [Mass.;and Chicago, Stone and Kimball;1893.",,Prairie songs: being chants rhymed and unrhymed of the level lands of the great West,rev,,,1895.0,ATL,1860,m,us,,,,0.6961458575428271
uc1.b182492,1893,1893,1893,random,116409.0,,"Hale, Edward Everett,",Boston;Roberts brothers;1893.,,For fifty years;,,,,,,1822,m,us,,,,0.3733330421902674
uc2.ark+=13960=t3610z72h,1893,1893,1893,random,248683.0,,"Merkley, George Earle,",Toronto;Hart & Riddell;1893.,,Canadian melodies and poems,,,,,,1865,m,ca,,,,0.35984488213325144
loc.ark+=13960=t57d3p237,1893,1893,1893,random,9560098.0,,"Roberts, Betsey Ann Smith.","Patchogue, New York;Patchogue Advance Print;1893.",,Original poems,,,,,,1828,f,us,,,,0.3519309046010512
nyp.33433082128426,1893,1893,1893,random,8613371.0,,"Currie, George G.",Montréal;John Lovell;1893.,,How I once felt,,,,,,1867,m,us,,,,0.40562947605005734
uc2.ark+=13960=t7fq9w84p,1893,1893,1893,random,6509049.0,,"Scott, William Bell,",London;Elkin Mathews & John Lane;1893.,,A poet's harvest home,,,,,,1811,m,uk,,,,0.5561020248746003
uc2.ark+=13960=t6zw19s10,1892,1892,1892,reviewed,9260502.0,1672767.0,"Field, Eugene,",Chicago;M.E. Stone;1892.,,Second book of verse,rev,,,1893.0,ATL,1850,m,us,,,,0.543920039536597
uva.x030758864,1892,1892,1892,reviewed,9775909.0,317331196.0,"Lüders, Charles Henry,",New York;C. Scribner's sons;1892.,,The dead nymph,rev,pos,,1893.0,ATL,1858,m,us,,,,0.6778599402710104
uc2.ark+=13960=t1hh6d09g,1892,1892,1892,reviewed,7663358.0,4890096.0,"Johnson, Robert Underwood,",New York;The Century co.;1892.,,"The winter hour, and other poems",rev,,,1893.0,ATL,1853,m,us,,,,0.5504019939171726
uc2.ark+=13960=t5n875h7n,1892,1892,1892,reviewed,6641083.0,3334273.0,"Dorr, Julia C. R.",New York;C. Scribner's Sons;1892.,,Poems,rev,,,1893.0,ATL,1825,f,us,,,,0.5931396399978401
uc2.ark+=13960=t23b62184,1892,1892,1892,random,7689858.0,,"Le Gallienne, Richard,",London;Elkin Mathews and John Lane;New York;Cassell;1892.,,English poems,,,,,,1866,m,uk,,,,0.5796493965996418
loc.ark+=13960=t1fj2t30n,1892,1892,1892,random,9610278.0,,"Rowley, A. A. [from old catalog]","Topeka, Kan.;G. W. Crane & company;1892.",,Kansas campaign songs,,,,,,,,,,,,0.35002387462587753
nyp.33433074903737,1892,1892,1892,random,8663793.0,,"Yarrington, W. H. H.",Melbourne;Sydney;Adelaide;George Robertson and Co.;1892.,,Australian verses,,,,,,1839,m,au,,,,0.24275119373712506
uc1.b2834136,1892,1892,1892,random,7344843.0,,"Kinloch, Marjory G. J.","London;K. Paul, Trench, Trübner;1892.",,A song-book of the soul,,,,,,1846,f,uk,,,,0.2990848799187858
loc.ark+=13960=t63495d13,1893,1893,1892,random,9574797.0,,"Carleton, Will,",New York;Harper & brothers;1893.,,City festivals,,,,,,1845,m,us,,,,0.44431537777112273
njp.32101067487577,1892,1892,1892,reviewed,8958226.0,,"Yeats, W. B.",London;T. F. Unwin;1892.,,Wanderings of Oisin,,,,1907.0,FR,1865,m,ir,,,y,0.6317698061877838
uc2.ark+=13960=t88g8mb7n,1892,1892,1892,random,,,"Daniel, H. C.",London;Morgan;1892.,,Love's minstrel,,,,,,,m,uk,,,,0.3833774865515904
uc1.b4382847,1891,1891,1891,reviewed,8658397.0,494513.0,"Reese, Lizette Woodworth,","Boston;New York;Houghton, Mifflin and Company;1891.",,A handful of lavender,rev,,,1891.0,ATL,1856,f,us,,,,0.8094543810716414
loc.ark+=13960=t2891p34v,1891,1891,1891,reviewed,6641614.0,10831808.0,"Cone, Helen Gray,","Boston;New York;Houghton, Mifflin and Company;1891;(Cambridge [Mass.;The Riverside Press).",,The ride to the lady,rev,pos,,1891.0,ATL,1859,f,us,,,,0.7074037783593032
nyp.33433075817829,1891,1891,1891,reviewed,5921648.0,2602417.0,"Gilder, Richard Watson,",N[ew] Y[ork;The Century co.;1891.,,Two worlds,rev,pos,,1891.0,ATL,1844,m,us,,,,0.5934620978630523
uc1.b167406,1891,1891,1891,reviewed,6642403.0,3317176.0,"Cawein, Madison Julius,",New York;G. P. Putnam's sons;1891.,,Days and dreams,rev,neg,,1891.0,ATL,1865,m,us,,,,0.6626038855305947
wu.89094594595,1892,1892,1891,random,5776761.0,,"Văcărescu, Elena,","London;J. R. Osgood, McIlvaine & co.;1892",,The bard of the Dimbovitza,,,,,, ,f,fr,,Well-known in France,,0.5262747174263341
uc2.ark+=13960=t0dv1cw73,1891,1891,1891,random,7661643.0,,"Irvine, J. P.",Chicago;Manufactured by W.B. Conkey Co.;c1891.,,The green leaf and the gray,,,,,,,m,,,,,0.49757763177169645
loc.ark+=13960=t2g740b7g,1891,1891,1891,random,9558911.0,,"[Loomis, George],","Parkersburg, W.Va.;1891",,Memorial or Decoration day,,,,,,1824,m,us,,,,0.23463170572455386
loc.ark+=13960=t40s0cg0n,1891,1891,1891,random,7649653.0,,"Stevens, Orrin Cedesman.","Holyoke, Mass.;Griffith, Axtell & Cady company;1891.",,"An idyl of the sun, and other poems",,,,,,,m,,,,,0.5550711812533661
njp.32101013202740,1892,1892,1890,reviewed,8883653.0,19300524.0,"Kipling, Rudyard,",London;Methuen and Co.;1892;(Edinburgh;T. and A. Constable),,Barrack-room ballads,rev,,pop,1891.0,FR,1865,m,uk,,,y,0.5365019764859241
uc2.ark+=13960=t1mg7j44g,1890,1890,1890,reviewed,1023187.0,824173.0,"Bridges, Robert,",London;G. Bell;1890.,,The shorter poems of Robert Bridges,rev,,pop,1894.0,FR,1844,m,uk,,,,0.5698237410041023
nyp.33433066626783,1890,1890,1890,reviewed,242114.0,3716980.0,"Moulton, Louise Chandler,",Boston;Roberts bros.;1890.,,In the garden of dreams,rev,pos,,1893.0,FR,1835,f,us,,,,0.7337772102928015
njp.32101067627149,1890,1890,1890,random,8961066.0,,"Anderson, Duncan,",Montreal;Printed by J. Lovell & Son;1890.,,"Lays of Canada, and other poems",,,,,,1828,m,ca,,,,0.23292822541412994
loc.ark+=13960=t6k07vz1r,1890,1890,1890,random,9605969.0,,"Stone, Jasper Jay. [from old catalog]","Caney, Kan.;1890",,The veteran's qualifications for civil service,,,,,,,m,us,,,,0.3169830974254556
uc2.ark+=13960=t7rn35b8n,1889,1889,1889,reviewed,6058104.0,603074.0,"Blind, Mathilde,",London;Chatto & Windus;1889.,,The ascent of man,rev,,,1889.0,BM,1841,f,uk,,,,0.6341746220747129
uc2.ark+=13960=t8bg2n21x,1889,1889,1889,reviewed,7689964.0,11168588.0,"Levy, Amy,",London;T. Fisher Unwin;1889.,,A London plane-tree,rev,,,1890.0,BM,1861,f,uk,,,,0.7059273240145321
uc2.ark+=13960=t1td9vq8p,1890,1890,1889,reviewed,585366.0,339320.0,"Browning, Robert,","London;Smith, Elder, & co. ...;1890.",,Asolando,rev,pos,,1890.0,BM,1812,m,uk,,,y,0.7297772680956944
loc.ark+=13960=t3zs39k35,1891,1891,1889,random,9585464.0,,"Crosby, Powell R. [from old catalog]","East Saginaw, Mich.;Seemann & Peters, printers;1891",,"Po Crosby's Labor odes, containing twenty-five beautiful odes",,,,,,1849,m,us,,,,0.1553105200244893
loc.ark+=13960=t3rv11c37,1889,1889,1889,random,5946475.0,,"Culler, Lucy Yeend.","Burlington, Iowa;Conrad Lutz, Printing and Binding;1889.",,Violet,,,,,,1849,f,uk,,,,0.41545938826627515
uc1.b2828936,1889,1889,1889,random,7313364.0,,"Robertson, Janet Logie.",Edinburgh;MacNiven and Wallace;1889.,,New songs of innocence,,,,,,,f,,,,,0.4576613718786729
