docid,actualdate,earliestdate,firstpub,tags,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birthdate,gender,nationality,othername,notes,canon,poe_quarter_1845
uc2.ark+=13960=t04x56b63,1903,1903,1903,reviewed,7662568.0,1510554.0,"Hope, Laurence,",New York;J. Lane;London;W. Heinemann;1903.,,Stars of the desert,pub,,,1903.0,FR,1865,f,uk,"Nicolson, Adela Florence",,,0.9998666842945179
loc.ark+=13960=t55d9qp4v,1903,1903,1903,random,11209701.0,,"Kelley, N. P. [from old catalog]",n.p.;c1903.,,Poems,,,,,,,,,,,,0.000978879469626382
nyp.33433074849278,1903,1903,1903,random,8663593.0,,"Faulkner, S. E. Sherwood.",Toronto;1903.,,Sea murmurs and woodland songs,,,,,,1853,m,ca,,,,0.10069728085250615
nyp.33433074891130,1907,1907,1903,random,8663209.0,,"Noyes, Alfred,","New York;The Macmillan company;London;Macmillan & co., ltd.;1907.",,The flower of old Japan,,,,,,1880,m,uk,,,,0.9703006948772913
loc.ark+=13960=t1cj8vs53,1902,1902,1902,random,9559746.0,,"Welsh, Mary Elizabeth,",New York;London [etc.;The Abbey press;1902,,Kapiolani;,,,,,,1840,f,us,,,,0.15111191596693957
loc.ark+=13960=t0gt62k04,1902,1902,1902,random,9598235.0,,"Wilder, Cordelia Beardsley.","Coventry, N.Y.;Binghamton, Press of Chronicle Pub. Co.;1902.",,Kitchen visits with the muses,,,,,,1839,f,us,,,,0.002390150433356726
uc2.ark+=13960=t3kw59z20,1902,1902,1902,reviewed,283582.0,2675845.0,"Cawein, Madison Julius,",Louisville;J. P. Morton & company;1902.,,A voice on the wind,rev,,,1903.0,ATL,1865,m,us,,,,0.9998389759916843
uc2.ark+=13960=t57d2rh5g,1902,1902,1902,reviewed,449898.0,1211824.0,"Millard, Bailey,",San Francisco;Elder & Shepard;1902.,,Songs of the press and other adventures in verse,rev,,pop,1902.0,ATL,1859,m,us,,obscure,,0.963070928937785
mdp.39015030659935,1902,1902,1902,reviewed,778693.0,2904707.0,"Bridges, Robert,",New York;C. Scribner's sons;1902.,,Bramble Brae,rev,pos,,1902.0,ATL,1844,m,uk,,,,0.10312817295263679
loc.ark+=13960=t77s88w2s,1902,1902,1902,reviewed,9591607.0,8330245.0,"Wetherald, A. Ethelwyn.",Boston;R.G. Badger;1902.,,Tangled in stars;,rev,,,1903.0,ATL,1857,f,ca,,,,0.9999932809645368
uc2.ark+=13960=fk5p84448t,1902,1902,1902,reviewed,8658129.0,9841814.0,"Taylor, Bert Leston,",Evanston [Ind.;W.S. Lord;1902.,,Line-o'-type lyrics,rev,pos,pop,1902.0,ATL,1866,m,us,,,,0.0398365589442464
uc2.ark+=13960=t56d5wq45,1902,1902,1902,reviewed,7665330.0,1490725.0,"MacManus, Anna,",Dublin;M.H. Gill and son;1902.,,The four winds of Eirinn,rev,pos,,1903.0,FR,1866,f,ir,"Carbery, Ethna",,,0.9999999999997595
uc2.ark+=13960=t3707xn1m,1902,1902,1902,reviewed,7654606.0,249986.0,"Carryl, Guy Wetmore,","Boston;and New York;Houghton, Mifflin & Co.;1902",,Grimm tales made gay,rev,pos,,1903.0,ATL,1873,m,us,,,,0.9987599499408342
loc.ark+=13960=t07w6wd9p,1902,1902,1902,reviewed,9561163.0,,"Stevens, Thomas Wood,",Chicago;Blue Sky Press;1902.,,The morning road,rev,neg,pop,1903.0,ATL,1880,m,us,,,,0.993579349918901
loc.ark+=13960=t0qr5g21z,1902,1902,1902,random,9585744.0,,"Haswin, Frances Rosina. [from old catalog]","Wausau, Wis.;Van Vechten & Ellis;1902",,Some songs and verses,,,,,,,,,,,,0.9965425462881217
nyp.33433082501119,1902,1902,1902,random,8655938.0,,"Molina, Julia Wolff.",New York;London [etc.;The Abbey Press;1902,,"Mingled sweets and bitters; or, My legacy",,,,,,,,,,,,0.786081409866375
loc.ark+=13960=t1zc8cv86,1902,1902,1902,random,9562257.0,,"Van Cleve, Alice Davis. [from old catalog]",New York;R. H. Rvssell;1902.,,The Queen's rosary,,,,,,1857,f,us,,,,0.16487072471187764
uc1.b3312256,1902,1902,1902,random,6130530.0,,"Payne, John,",London;Printed for the Villon Society;1902;(Leyden (Holland);Printed by E.J. Brill),v.1,The poetical works of John Payne,,,,,,1842,m,uk,,,,0.9995656126158793
loc.ark+=13960=t7wm1th1h,1902,1902,1902,random,9581714.0,,"McClintick, William Trimble. [from old catalog]","Chillicothe, O.;The A. Scholl press;1902.",,Verses written during a busy lawyer's life,,,,,,1819,m,us,,,,0.22834085409203023
loc.ark+=13960=t4zg76m6h,1901,1901,1901,reviewed,6130494.0,1800519.0,"Moody, William Vaughn,","Boston;New York;Houghton, Mifflin;c1901",,Poems,rev,pos,,1901.0,ATL,1869,m,us,,,,0.9982743647304941
uc1.b3579606,1901,1901,1901,reviewed,6678572.0,4781270.0,"Gilder, Richard Watson,",New York;The Century co.;1901.,,Poems and inscriptions,rev,pos,,1902.0,ATL,1844,m,us,,,,0.7200398572358528
uc2.ark+=13960=t5h990m69,1901,1901,1901,reviewed,6501476.0,1209225.0,"Branch, Anna Hempstead,","Boston and;New York;Houghton, Mifflin and company;1901.",,The heart of the road,rev,,,1902.0,ATL,1875,f,us,,,,0.9999431139848447
mdp.39015030707155,1901,1901,1901,reviewed,633815.0,288225.0,"Meredith, George,",Westminster;A. Constable;1901.,,A reading of life,rev,,,1901.0,FR,1828,m,uk,,,y,0.9895252037088249
uc2.ark+=13960=t79s1pt8q,1901,1901,1901,reviewed,6518741.0,382076.0,"Webb, Charles Henry,","Boston;and New York;Houghton, Mifflin and company;1901.",,With lead and line along varying shores;,rev,,,1902.0,ATL,1834,m,us,,,,0.3193221805684594
uc2.ark+=13960=t27945p5k,1901,1901,1901,reviewed,7645856.0,360484.0,"Henley, William Ernest,",New York and London;Harper & brothers;1901.,,"Hawthorn and lavender, with other verses",rev,pos,,1902.0,ATL,1849,m,uk,,,y,0.9977535491761372
loc.ark+=13960=t85h85q7m,1901,1901,1901,random,9563403.0,,"Heyer, Mary B.",New York;Abbey Press;1901,,Under the southern sun [poems],,,,,,1870,f,us,,,,0.08838540141974018
nyp.33433082209572,1902,1902,1901,random,8656240.0,,"Edgar, Timothy Bloomfield.",St. Louis;Privatedly printed;1902.,,"Poems, rhymes, and sayings",,,,,,1815,m,us,,,,5.1012344114262786e-05
nyp.33433075808877,1901,1901,1901,random,6641440.0,,"McMahon, Patrick Maurice,",San Francisco;Stanley-Taylor Co.;1901.,,From fair Hawaiiland;,,,,,,1862,m,us,,,,0.11673628220698329
nyp.33433075790992,1901,1901,1901,random,8656925.0,,"Fitzpatrick, Ernest Hugh.","Pontiac, Ill.;Printed by the News Pub. Co.;1901",,The passing of William McKinley,,,,,,1863,m,us,,,,0.01976205699768668
loc.ark+=13960=t47p9ff2j,1901,1901,1901,random,7652439.0,,"Blood, Henry Ames,","Washingtn, D.C.;The Neale Publishing Company;1901.",,Selected poems of Henry Ames Blood,,,,,,1836,m,us,,,,0.8500616452457533
loc.ark+=13960=t7dr3dz91,1901,1901,1901,random,9604013.0,,"Pickett, Anita Trueman,",New York;The Alliance pub. co.;1901.,,Philo-sophia;,,,,,,1881,f,us,,,,0.16203536116925024
loc.ark+=13960=t91846423,1901,1901,1901,random,11212643.0,,"Smith, Robinson,","Cambridgeport, Mass.;Hezlitt & Seaward;1901.",,The soul-at-arms and other poems,,,,,,1876,m,us,,,,0.3171761006213997
loc.ark+=13960=t77s85d09,1901,1901,1901,random,9573333.0,,"Dunham, Sam C.","Washington, D.C.;The Neale publishing co.;1901.",,The goldsmith of Nome,,,,,,1855,m,us,,,,0.055376399050396014
uc2.ark+=13960=t9h41kd1k,1900,1900,1900,reviewed,7657101.0,6004575.0,"Dorr, Julia C. R.",New York;C. Scribner's sons;1900.,,Afterglow;,rev,pos,,1901.0,ATL,1825,f,us,,,,0.9987722167112565
uc2.ark+=13960=t9c53mb7v,1901,1901,1900,reviewed,474669.0,5035217.0,"Binyon, Laurence,",London;Unicorn Press;1901.,,Odes,rev,,elite,1900.0,FR,1869,m,uk,,,,0.988544573481436
uc2.ark+=13960=t8mc8v73b,1900,1900,1900,reviewed,6641450.0,2805663.0,"Mifflin, Lloyd,","Boston and New York;Houghton, Mifflin and company;1900.",,The fields of dawn and later sonnets,rev,pos,,1901.0,ATL,1846,m,us,,obscure,,0.9976530075336533
loc.ark+=13960=t50g4bb04,1900,1900,1900,random,9573454.0,,"Dickson, William Bradford. [from old catalog]","South Bend, Ind.;Tribune co.;1900",,Psalms of soul,,,,,,,,,,,,0.07018613614962312
nyp.33433044042400,1902,1902,1899,random,8613325.0,,"Machar, Agnes Maule,",London;E. Stock;1902.,,Lays of the 'True North',,,,,,1837,f,ca,,,,0.937505451483099
mdp.39015011913525,1899,1899,1899,addcanon,1375622.0,,"Dunbar, Paul Laurence","New York;Dodd, Mead;1899.",,Lyrics of the Hearthside,,,,,,1872,m,us,,Af-Am poet,y,0.098208633719539
mdp.39015046406727,1903,1903,1899,reviewed,,,"Yeats, W. B.",London;Elkin Matthews;1903.,,The wind among the reeds,rev,pos,,1907.0,FR,1865,m,ir,,,y,0.9015782719808026
uc2.ark+=13960=t3ws8kz7m,1898,1898,1898,reviewed,477912.0,2481015.0,"Tynan, Katharine,",London;G. Richards;1898.,,The wind in the trees;,rev,pos,,1899.0,FR,1859,f,ir,,,,0.9999734452222208
nyp.33433074874540,1898,1898,1898,reviewed,8663852.0,4354387.0,"Rhys, Ernest,",London;D. Nutt;1898.,,Welsh ballads,rev,pos,,1899.0,FR,1859,m,uk,,,,0.9662865495395575
uc2.ark+=13960=t23b6296r,1898,1898,1898,reviewed,7692465.0,7628453.0,"Shorter, Dora Sigerson,",London;New York;John Lane;1898.,,The fairy changeling and other poems,rev,pos,,1899.0,FR,1866,f,ir,"Sigerson, Dora",,,0.9989962611959778
uc2.ark+=13960=t0vq2sd89,1898,1898,1898,random,7667733.0,,"Olmsted, Charles Sanford,",Philadelphia;G. W. Jacobs & co.;1898.,,December musings and other poems,,,,,,1853,m,us,,,,0.06739812656584539
uc1.b166365,1898,1898,1898,random,6641768.0,,"Latymer, Francis Burdett Thomas Coutts-Nevill,",London;New York;John Lane;1898.,,The Alhambra and other poems,,,,,,1852,m,uk,,,,0.4070163377330871
mdp.39015030841830,1898,1898,1898,random,1372238.0,,<blank>,"St. Albans, Vt.;Wallace-Cummings Print. Co.;1898.",,Vermont verse,,,,,,1878,m,us,"Taft, Russell W.",,,0.13011547049523403
hardywessexpoems1898,1898,1898,1898,addcanon,,,"Hardy, Thomas",,,Wessex Poems,,,,,,1840,m,uk,,,y,
loc.ark+=13960=t4dn4r64d,1897,1897,1897,reviewed,9593667.0,,"Stedman, Edmund Clarence,","Boston;New York;Houghton, Mifflin and Co.;1897.",,"Poems, now first collected",rev,,,1898.0,ATL,1833,m,us,,,,0.8643248470076746
uc1.b3576647,1897,1897,1897,reviewed,1024642.0,350184.0,"Symons, Arthur,",London;L. Smithers;New York;G.H. Richmond and co.;1897.,,Amoris victima,pub,,,1896.0,SAV,1865,m,uk,,,,0.999943435199953
nyp.33433074802640,1897,1897,1897,random,8657038.0,,"Young, Claiborne Addison.",Boston;Estes & Lauriat;1897.,,Way songs and wanderings,,,,,,1843,m,us,,,,0.9671713373772352
nyp.33433076031859,1897,1897,1897,random,8637086.0,,"Riley, James Whitcomb,",New York;C. Scribner's sons;1897-1914.,v. 9 Armazindy,The poems and prose sketches of James Whitcomb Riley,,,,,,1849,m,us,,,,0.9893119831629894
nyp.33433074901194,1897,1897,1897,random,7689169.0,,"Howard, Henry Newman,",London;E. Stock;1897.,,Footsteps of Proserpine and other verses and interludes,,,,,,1861,m,uk,,,,0.9886546463140663
uc2.ark+=13960=t9280b81v,1897,1897,1897,random,,,"Green, Septimus G.",London;E. Stock;1897.,s,Jennifred,,,,,,,m,uk,,,,0.9878993255897319
nyp.33433081895090,1897,1897,1897,random,,,"Fordham, Mary Weston.","Charleston, S. C.;Walker, Evans & Cogswell Co.;c1897",,Magnolia leaves,,,,,,1844,f,us,,Af-Am poet,,0.0004494194696863943
uc1.b167385,1896,1896,1896,reviewed,6642393.0,2888986.0,"Chesson, Nora,",London;Lane;1896.,,Under quicken boughs,rev,pos,,1899.0,FR,1871,f,uk,,,,0.9999941614928901
mdp.39015066062160,1902,1902,1896,reviewed,484306.0,360509.0,"Housman, A. E.",Philadelphia;Henry Altemus company;1902?].,,A Shropshire lad,rev,pos,,1898.0,FR,1859,m,uk,,,y,0.9592556957671898
uc2.ark+=13960=t7pn9060k,1906,1896,1896,reviewed,7657976.0,6510884.0,"Dowson, Ernest Christopher,",London;New York;J. Lane;1906.,,The poems of Ernest Dowson,pub,,,1896.0,SAV,1867,m,uk,,,y,0.9991774681930637
uc2.ark+=13960=t7sn0664h,1896,1896,1896,reviewed,7685257.0,1032839.0,"Alexander, Cecil Frances,",London;Macmillan;New York;Macmillan;1896.,,Poems,rev,pos,pop,1896.0,BM,1818,f,ir,,,,0.9290754691604493
uc2.ark+=13960=t87h1kw4b,1897,1897,1896,reviewed,6059713.0,4466067.0,"AE,",New York;London;J. Lane;c1897.,,The earth breath and other poems,rev,pos,,1899.0,FR,1867,m,ir,"Russell, George William",,,0.16050237030175804
uc1.b4107944,1896,1896,1896,reviewed,6157032.0,214927327.0,"Rossetti, Christina Georgina,",London;New York;Macmillan;1896.,,New poems by Christina Rossetti,rev,,,1896.0,BM,1830,f,uk,,,y,0.9445742962464528
njp.32101049721457,1896,1896,1896,random,8897590.0,,"Ainslie, R. St. John",Leeds;R. Jackson;1896.,,Sedbergh school songs,,,,,,1861,m,uk,,,,0.3159382064779635
loc.ark+=13960=t1cj90444,1896,1896,1896,random,9594736.0,,"Ramsey, V. G.",Boston;The Morning Star Publishing House;1896.,,A censer;,,,,,,1817,f,us,,,,0.21196705617219452
uc2.ark+=13960=t71v5dh7m,1896,1896,1896,random,7666485.0,,"Main, William.",Melbourne;George Robertson;1896.,,Bush solitudes and other verses,,,,,,1860,m,au,,,,0.38031163140463103
nyp.33433069354185,1896,1896,1896,random,8657956.0,,"Pitcher, James,","Hartwick Seminary, N.Y.;J. Pitcher;1896.",,The hermit of Moss Pond,,,,,,1845,m,us,,,,0.08531450093393612
uc2.ark+=13960=t07w6cd1m,1895,1895,1895,reviewed,7693626.0,1822323.0,"Watson, Rosamund Marriott,",London;J. Lane;Chicago;Way and Williams;1895.,,Vespertilia and other verses,pub,,,1895.0,YB,1860,f,uk,"Tomson, Graham R",,,0.9734341168236144
nyp.33433075838023,1895,1895,1895,reviewed,8658014.0,16124963.0,"Stoddard, Elizabeth,","Boston and;New York;Houghton, Mifflin and Company;1895;(Cambridge;The Riverside Press).",,Poems,rev,pos,,1896.0,ATL,1823,f,us,,,,0.1080698723479317
uc1.b3546464,1895,1895,1895,reviewed,6672109.0,6566556.0,"Johnson, Lionel Pigot,",London;E. Mathews;Boston;Copeland & Day;1895.,,Poems,rev,pos,,1899.0,FR,1867,m,uk,,, ,0.9995368132035471
uc2.ark+=13960=t4gm84g69,1895,1895,1895,random,6509532.0,,"Cocke, Zitella,",Boston;Copeland and Day;1895.,,A Doric reed,,,,,,1840,f,us,,,,0.1316192941661384
loc.ark+=13960=t9183w60x,1895,1895,1895,random,6516864.0,,"Savage, Richard,",Chicago and New York;F. T. Neely;1895.,,After many years,,,,,,1846,m,us,,,,0.001905297644662512
uc2.ark+=13960=t14m91w7c,1895,1895,1895,random,7660685.0,,"Groser, Horace George.","Edinburgh;A. Melrose;dedication, 1895",,Little folks land,,,,,,1863,m,uk,,not actually juvenile audience,,0.9791634400897687
loc.ark+=13960=t6543bf6c,1894,1894,1894,reviewed,9558530.0,6148800.0,"Rogers, Robert Cameron,",New York;London;G. P. Putnam's Sons;1894.,,The wind in the clearing,rev,,,1895.0,ATL,1862,m,us,,,,0.9997826377369315
uc2.ark+=13960=t0zp3xm93,1894,1894,1894,reviewed,7674510.0,8912486.0,"Tabb, John B.","Boston;Small;1900, c1894.",,Poems,rev,,,1895.0,ATL,1845,m,us,,,,0.9520731771135226
loc.ark+=13960=t6pz5tc3h,1894,1894,1894,reviewed,9603767.0,,"Parker, Gilbert,",Cambridge [Mass.;Stone & Kimball;London;Methuen;1894;(New York;De Vinne Press),,A lover's diary,rev,,,1895.0,ATL,1862,m,ca,,,,0.975812208957494
loc.ark+=13960=t5k93s659,1894,1894,1894,reviewed,7676917.0,3102553.0,"Williams, Francis Howard,",New York;London;G. P. Putnam's sons;1894,,The flute-player and other poems,rev,,,1895.0,ATL,1844,m,us,,,,0.9790919191172119
mdp.39015063940111,1894,1894,1894,reviewed,321637.0,13024779.0,"Lee-Hamilton, Eugene.",London;E. Stock;1894.,,Sonnets of the wingless hours,rev,,,1895.0,ATL,1845,m,uk,,,,0.9999999962309556
uc2.ark+=13960=t2f766k62,1894,1894,1894,reviewed,7667277.0,3741532.0,"Mitchell, Langdon Elwyn,","Boston;New York;Houghton, Mifflin and company;1894.",,Poems,rev,,,1895.0,ATL,1862,m,us,,,,0.9992561563104269
uc2.ark+=13960=t26974b8z,1894,1894,1894,reviewed,7693632.0,1112477.0,"Watson, William,","London;John Lane;New York, Macmillan & Co.;1894.",,Odes and other poems,rev,pos,,1895.0,FR,1858,m,uk,,,,0.9370153600664601
uc1.b167484,1894,1894,1894,reviewed,539391.0,4796288.0,"Davidson, John,",London;J.Lane;Boston;Copeland & Day;1894.,,Ballads & songs,rev,,,1895.0,FR,1857,m,uk,,,,1.0
mdp.39015059422017,1894,1894,1894,random,482611.0,,"Japp, Alexander H.",London;Chatto & Windus;1894.,,Dramatic pictures,,,,,,1839,m,uk,,,,0.6157099913547837
loc.ark+=13960=t2s475v8n,1894,1894,1894,random,9586845.0,,"Battersby, John H. [from old catalog]",New York;J. R. Huth;1894.,,Poems patriotic,,,,,,,m,,,,,0.0001609620900837779
njp.32101066109255,1894,1894,1894,random,9246457.0,,"Partridge, William Ordway,",Boston;J. Wilson and Son;1894;(Boston;University Press),,Song-life of a sculptor,,,,,,1861,m,us,,Trans from Russian,,0.8854706680396635
mdp.39015000544554,1894,1894,1894,random,1398769.0,,"Thompson, Francis,",London;E. Mathews & John Lane;Boston;Copeland & Day;1894.,v.1,Poems,,,,,,1859,m,uk,,Well-known,,0.9888834876368298
loc.ark+=13960=t3xs6b07q,1894,1894,1894,random,9608950.0,,"Choate, Clara Elizabeth. [from old catalog]",Boston;Lee and Shepard;1894,,Songs of truth,,,,,,1851,f,us,,,,0.02596547595168952
uc2.ark+=13960=t3222ww5h,1894,1894,1894,random,7507454.0,,"Image, Selwyn,",London;Elkin Matthews;1894.,,Poems & carols,,,,,,1849,m,uk,,,,0.9962494943222511
uc1.b274729,1894,1894,1894,random,6518179.0,,"Thayer, William Roscoe,",Boston;New York;Houghton Mifflin company;1894.,,Poems;,,,,,,1859,m,us,,,,0.9957393243251361
loc.ark+=13960=t7kp8gj8r,1893,1893,1893,reviewed,8656635.0,1718752.0,"Granniss, Anna J.","Keene, N.H.;Darling & company, printers;1893.",,"Skipped stitches, verses",rev,,,1895.0,ATL,1856,f,us,,obscure,,1.3693382081688707e-06
nyp.33433075807317,1893,1893,1893,reviewed,8589568.0,4178539.0,"McCulloch, Hugh,","Cambridge [Mass.;Stone and Kimball;1894, c1893.",,The quest of Heracles and other poems,rev,,,1895.0,ATL,1869,m,us,,,,0.9997830927186636
njp.32101067628659,1893,1893,1893,reviewed,8961163.0,13778849.0,"Barlas, John Evelyn,",Dundee;J.P. Mathew;1893.,,Selections from Songs of a bayadere and Songs of a troubadour,rev,pos,,1896.0,YB,1860,m,uk,"Douglas, Evelyn",,,0.9608473319103071
loc.ark+=13960=t8df7d08p,1893,1893,1893,reviewed,9575895.0,7225237.0,"Hayne, William Hamilton,",New York;F.A. Stokes company;1893.,,Sylvan lyrics and other verses,rev,,,1895.0,ATL,1856,m,us,,,,0.9988037942547682
mdp.39015003700393,1893,1893,1893,reviewed,1398575.0,2040330.0,"Garland, Hamlin,","Cambridge [Mass.;and Chicago, Stone and Kimball;1893.",,Prairie songs: being chants rhymed and unrhymed of the level lands of the great West,rev,,,1895.0,ATL,1860,m,us,,,,0.9998233930557311
uc1.b182492,1893,1893,1893,random,116409.0,,"Hale, Edward Everett,",Boston;Roberts brothers;1893.,,For fifty years;,,,,,,1822,m,us,,,,0.024000239591809257
uc2.ark+=13960=t3610z72h,1893,1893,1893,random,248683.0,,"Merkley, George Earle,",Toronto;Hart & Riddell;1893.,,Canadian melodies and poems,,,,,,1865,m,ca,,,,0.10648682531272509
loc.ark+=13960=t57d3p237,1893,1893,1893,random,9560098.0,,"Roberts, Betsey Ann Smith.","Patchogue, New York;Patchogue Advance Print;1893.",,Original poems,,,,,,1828,f,us,,,,0.1065800164289309
nyp.33433082128426,1893,1893,1893,random,8613371.0,,"Currie, George G.",Montréal;John Lovell;1893.,,How I once felt,,,,,,1867,m,us,,,,0.08142899424714577
uc2.ark+=13960=t7fq9w84p,1893,1893,1893,random,6509049.0,,"Scott, William Bell,",London;Elkin Mathews & John Lane;1893.,,A poet's harvest home,,,,,,1811,m,uk,,,,0.918177597956279
uc2.ark+=13960=t6zw19s10,1892,1892,1892,reviewed,9260502.0,1672767.0,"Field, Eugene,",Chicago;M.E. Stone;1892.,,Second book of verse,rev,,,1893.0,ATL,1850,m,us,,,,0.22634674075905772
uva.x030758864,1892,1892,1892,reviewed,9775909.0,317331196.0,"Lüders, Charles Henry,",New York;C. Scribner's sons;1892.,,The dead nymph,rev,pos,,1893.0,ATL,1858,m,us,,,,0.9998093026131494
uc2.ark+=13960=t1hh6d09g,1892,1892,1892,reviewed,7663358.0,4890096.0,"Johnson, Robert Underwood,",New York;The Century co.;1892.,,"The winter hour, and other poems",rev,,,1893.0,ATL,1853,m,us,,,,0.8540975445841564
uc2.ark+=13960=t5n875h7n,1892,1892,1892,reviewed,6641083.0,3334273.0,"Dorr, Julia C. R.",New York;C. Scribner's Sons;1892.,,Poems,rev,,,1893.0,ATL,1825,f,us,,,,0.9982914469985887
uc2.ark+=13960=t23b62184,1892,1892,1892,random,7689858.0,,"Le Gallienne, Richard,",London;Elkin Mathews and John Lane;New York;Cassell;1892.,,English poems,,,,,,1866,m,uk,,,,0.963908869076254
loc.ark+=13960=t1fj2t30n,1892,1892,1892,random,9610278.0,,"Rowley, A. A. [from old catalog]","Topeka, Kan.;G. W. Crane & company;1892.",,Kansas campaign songs,,,,,,,,,,,,0.6780638712133736
nyp.33433074903737,1892,1892,1892,random,8663793.0,,"Yarrington, W. H. H.",Melbourne;Sydney;Adelaide;George Robertson and Co.;1892.,,Australian verses,,,,,,1839,m,au,,,,0.008313352831826753
uc1.b2834136,1892,1892,1892,random,7344843.0,,"Kinloch, Marjory G. J.","London;K. Paul, Trench, Trübner;1892.",,A song-book of the soul,,,,,,1846,f,uk,,,,0.5877820893081712
loc.ark+=13960=t63495d13,1893,1893,1892,random,9574797.0,,"Carleton, Will,",New York;Harper & brothers;1893.,,City festivals,,,,,,1845,m,us,,,,0.27230183139831476
njp.32101067487577,1892,1892,1892,reviewed,8958226.0,,"Yeats, W. B.",London;T. F. Unwin;1892.,,Wanderings of Oisin,,,,1907.0,FR,1865,m,ir,,,y,0.9468480512575339
uc2.ark+=13960=t88g8mb7n,1892,1892,1892,random,,,"Daniel, H. C.",London;Morgan;1892.,,Love's minstrel,,,,,,,m,uk,,,,0.4487873462466733
uc1.b4382847,1891,1891,1891,reviewed,8658397.0,494513.0,"Reese, Lizette Woodworth,","Boston;New York;Houghton, Mifflin and Company;1891.",,A handful of lavender,rev,,,1891.0,ATL,1856,f,us,,,,0.9999999975130691
loc.ark+=13960=t2891p34v,1891,1891,1891,reviewed,6641614.0,10831808.0,"Cone, Helen Gray,","Boston;New York;Houghton, Mifflin and Company;1891;(Cambridge [Mass.;The Riverside Press).",,The ride to the lady,rev,pos,,1891.0,ATL,1859,f,us,,,,0.9999278023547591
nyp.33433075817829,1891,1891,1891,reviewed,5921648.0,2602417.0,"Gilder, Richard Watson,",N[ew] Y[ork;The Century co.;1891.,,Two worlds,rev,pos,,1891.0,ATL,1844,m,us,,,,0.9880596716992668
uc1.b167406,1891,1891,1891,reviewed,6642403.0,3317176.0,"Cawein, Madison Julius,",New York;G. P. Putnam's sons;1891.,,Days and dreams,rev,neg,,1891.0,ATL,1865,m,us,,,,0.9976528831375475
wu.89094594595,1892,1892,1891,random,5776761.0,,"Văcărescu, Elena,","London;J. R. Osgood, McIlvaine & co.;1892",,The bard of the Dimbovitza,,,,,, ,f,fr,,Well-known in France,,0.9885439212111741
uc2.ark+=13960=t0dv1cw73,1891,1891,1891,random,7661643.0,,"Irvine, J. P.",Chicago;Manufactured by W.B. Conkey Co.;c1891.,,The green leaf and the gray,,,,,,,m,,,,,0.9138442794821388
loc.ark+=13960=t2g740b7g,1891,1891,1891,random,9558911.0,,"[Loomis, George],","Parkersburg, W.Va.;1891",,Memorial or Decoration day,,,,,,1824,m,us,,,,0.0003762907735420389
loc.ark+=13960=t40s0cg0n,1891,1891,1891,random,7649653.0,,"Stevens, Orrin Cedesman.","Holyoke, Mass.;Griffith, Axtell & Cady company;1891.",,"An idyl of the sun, and other poems",,,,,,,m,,,,,0.9719604406300805
njp.32101013202740,1892,1892,1890,reviewed,8883653.0,19300524.0,"Kipling, Rudyard,",London;Methuen and Co.;1892;(Edinburgh;T. and A. Constable),,Barrack-room ballads,rev,,pop,1891.0,FR,1865,m,uk,,,y,0.7021981764695362
uc2.ark+=13960=t1mg7j44g,1890,1890,1890,reviewed,1023187.0,824173.0,"Bridges, Robert,",London;G. Bell;1890.,,The shorter poems of Robert Bridges,rev,,pop,1894.0,FR,1844,m,uk,,,,0.9967989569657111
nyp.33433066626783,1890,1890,1890,reviewed,242114.0,3716980.0,"Moulton, Louise Chandler,",Boston;Roberts bros.;1890.,,In the garden of dreams,rev,pos,,1893.0,FR,1835,f,us,,,,0.9999999850909715
njp.32101067627149,1890,1890,1890,random,8961066.0,,"Anderson, Duncan,",Montreal;Printed by J. Lovell & Son;1890.,,"Lays of Canada, and other poems",,,,,,1828,m,ca,,,,0.000657881796341046
loc.ark+=13960=t6k07vz1r,1890,1890,1890,random,9605969.0,,"Stone, Jasper Jay. [from old catalog]","Caney, Kan.;1890",,The veteran's qualifications for civil service,,,,,,,m,us,,,,0.05503126918748298
uc2.ark+=13960=t7rn35b8n,1889,1889,1889,reviewed,6058104.0,603074.0,"Blind, Mathilde,",London;Chatto & Windus;1889.,,The ascent of man,rev,,,1889.0,BM,1841,f,uk,,,,0.9994832784577892
uc2.ark+=13960=t8bg2n21x,1889,1889,1889,reviewed,7689964.0,11168588.0,"Levy, Amy,",London;T. Fisher Unwin;1889.,,A London plane-tree,rev,,,1890.0,BM,1861,f,uk,,,,0.9998073033334517
uc2.ark+=13960=t1td9vq8p,1890,1890,1889,reviewed,585366.0,339320.0,"Browning, Robert,","London;Smith, Elder, & co. ...;1890.",,Asolando,rev,pos,,1890.0,BM,1812,m,uk,,,y,0.9977571390096442
loc.ark+=13960=t3zs39k35,1891,1891,1889,random,9585464.0,,"Crosby, Powell R. [from old catalog]","East Saginaw, Mich.;Seemann & Peters, printers;1891",,"Po Crosby's Labor odes, containing twenty-five beautiful odes",,,,,,1849,m,us,,,,4.046846243965933e-06
loc.ark+=13960=t3rv11c37,1889,1889,1889,random,5946475.0,,"Culler, Lucy Yeend.","Burlington, Iowa;Conrad Lutz, Printing and Binding;1889.",,Violet,,,,,,1849,f,uk,,,,0.08665501309881386
