docid,firstpub,date,birthdate,recept,tags,enumcron,nationality,gender,author,title
OldyWLDbio,1777,1777,1696,,bio,,,,"Oldys, William,",THE LIFE OF Dr. GEORGE ABBOT LORD ARCHBISHOP of Canterbury Reprinted with some Additions and Corrections from the Biographia Britannica; WITH HIS CHARACTER BY The Rt. Hon. ARTHUR ONSLOW Late SPEAKER of the HOUSE OF COMMONS; A DESCRIPTION OF THE HOSPITAL WHICH HE ERECTED AND ENDOWED In his Native Town of Guildford in Surrey; CORRECT COPIES OF The CHARTER and STATUTES OF THE SAME His WILL &c.
PratMCC2fic,1777,1777,1749,,fic,,,,"Pratt, Mr. (Samuel Jackson),",CHARLES AND CHARLOTTE.
PratMTF2fic,1777,1777,1749,,fic,,,,"Pratt, Mr. (Samuel Jackson),",TRAVELS FOR THE HEART. WRITTEN IN FRANCE BY COURTNEY MELMOTH. IN TWO VOLUMES. VOL. II.
PratMTFfic,1777,1777,1749,,fic,,,,"Pratt, Mr. (Samuel Jackson),",TRAVELS FOR THE HEART. WRITTEN IN FRANCE BY COURTNEY MELMOTH. IN TWO VOLUMES. VOL. I.
WayGLAfic,1778,1778,1753,,fic,,,,"Way, G. L. (Gregory Lewis), d. 1799,",LEARNING AT A LOSS OR THE AMOURS OF MR. PEDANT and MISS HARTLEY.
WayGLA2fic,1778,1778,1753,,fic,,,,"Way, G. L. (Gregory Lewis), d. 1799,",LEARNING AT A LOSS OR THE AMOURS OF MR. PEDANT and MISS HARTLEY A NOVEL.
CravEMAfic,1779,1779,1750,,fic,,,,"Craven, Elizabeth Craven, Baroness,",MODERN ANECDOTE OF THE ANCIENT FAMILY OF THE Kinkvervankotsdarsprakengotchderns: A TALE FOR CHRISTMAS 1779.
PratMTT2fic,1779,1779,1749,,fic,,,,"Pratt, Mr. (Samuel Jackson),",THE TUTOR OF TRUTH. BY THE AUTHOR OF THE PUPIL OF PLEASURE &c. &c. IN TWO VOLUMES.
PratMSOfic,1779,1779,1749,,fic,,,,"Pratt, Mr. (Samuel Jackson),",SHENSTONE-GREEN; OR THE NEW PARADISE LOST.
BurnFEOfic,1779,1779,1752,,fic,,,,"Burney, Fanny,",EVELINA; OR A YOUNG LADY's ENTRANCE INTO THE WORLD.
PratMSO2fic,1779,1779,1749,,fic,,,,"Pratt, Mr. (Samuel Jackson),",SHENSTONE-GREEN; OR THE NEW PARADISE LOST.
PratMSO3fic,1779,1779,1749,,fic,,,,"Pratt, Mr. (Samuel Jackson),",SHENSTONE-GREEN; OR THE NEW PARADISE LOST.
BurnFEO2fic,1779,1779,1752,,fic,,,,"Burney, Fanny,",EVELINA; OR A YOUNG LADY'S ENTRANCE INTO THE WORLD.
WartTLSbio,1780,1780,1728,,bio,,,,"Warton, Thomas,",THE LIFE OF SIR THOMAS POPE FOUNDER OF TRINITY COLLEGE OXFORD. CHIEFLY COMPILED FROM ORIGINAL EVIDENCES.
PratMEC3fic,1780,1780,1749,,fic,,,,"Pratt, Mr. (Samuel Jackson),",EMMA CORBETT; OR THE MISERIES OF CIVIL WAR.
HolcTAO2fic,1780,1780,1745,,fic,,,,"Holcroft, Thomas,",ALWYN: OR THE Gentleman Comedian. IN TWO VOLUMES.
MacNLSEfic,1781,1781,1752,,fic,,,,"MacNally, Leonard,",SENTIMENTAL EXCURSIONS TO WINDSOR AND OTHER PLACES WITH NOTES critical illustrative and explanatory by several eminent Persons male and female living and dead.
CumbRAE2bio,1782,1782,1732,,bio,,,,"Cumberland, Richard,",ANECDOTES OF EMINENT PAINTERS IN SPAIN During the Sixteenth and Seventeenth Centuries; WITH CURSORY REMARKS UPON THE PRESENT STATE OF ARTS IN THAT KINGDOM.
CumbRAEbio,1782,1782,1732,,bio,,,,"Cumberland, Richard,",ANECDOTES OF EMINENT PAINTERS IN SPAIN During the Sixteenth and Seventeenth Centuries; WITH CURSORY REMARKS UPON THE PRESENT STATE OF ARTS IN THAT KINGDOM.
HolcTFPfic,1783,1783,1745,,fic,,,,"Holcroft, Thomas,",THE FAMILY PICTURE; OR DOMESTIC DIALOGUES ON AMIABLE AND INTERESTING SUBJECTS; ILLUSTRATED BY HISTORIES ALLEGORIES TALES FABLES ANECDOTES &c. INTENDED TO STRENGTHEN AND INFORM THE MIND. BY THOMAS HOLCROFT AUTHOR OF DUPLICITY A COMEDY.
HolcTFP2fic,1783,1783,1745,,fic,,,,"Holcroft, Thomas,",THE FAMILY PICTURE; OR DOMESTIC DIALOGUES ON AMIABLE AND INTERESTING SUBJECTS; ILLUSTRATED BY HISTORIES ALLEGORIES TALES FABLES ANECDOTES &c. INTENDED TO STRENGTHEN AND INFORM THE MIND. BY THOMAS HOLCROFT AUTHOR OF DUPLICITY A COMEDY.
GilpWLTbio,1784,1784,1724,,bio,,,,"Gilpin, William,",THE LIFE OF THOMAS CRANMER ARCHBISHOP OF CANTERBURY.
TrusJMT2fic,1785,1785,1735,,fic,,,,"Trusler, John,",Modern Times OR THE ADVENTURES OF GABRIEL OUTCAST. SUPPOSED TO BE WRITTEN BY HIMSELF.
InchMAI2fic,1786,1786,1753,,fic,,,,"Inchbald, Mrs.,",APPEARANCE IS AGAINST THEM IN A SERIES OF LETTERS IN THREE VOLUMES BY THE AUTHOR OF EMILY HERBERT OR PERFIDY PUNISHED.
InchMAI4fic,1786,1786,1753,,fic,,,,"Inchbald, Mrs.,",APPEARANCE IS AGAINST THEM IN A SERIES OF LETTERS IN THREE VOLUMES BY THE AUTHOR OF EMILY HERBERT OR PERFIDY PUNISHED.
HaylWTDbio,1787,1787,1745,,bio,,,,"Hayley, William,",TWO DIALOGUES; CONTAINING A COMPARATIVE VIEW OF THE LIVES CHARACTERS AND WRITINGS OF PHILIP THE LATE EARL OF CHESTERFIELD AND DR. SAMUEL JOHNSON.
HawkJLSbio,1787,1787,1719,,bio,,,,"Hawkins, John, Sir,",THE LIFE OF SAMUEL JOHNSON LL.D.
BerkGSMfic,1787,1787,1763,,fic,,,,"Berkeley, George Monck,",SPANISH MEMOIRS; IN A SERIES OF ORIGINAL LETTERS. CONTAINING THE HISTORY OF DONNA ISABELLA DELLA VILLAREA NIECE TO DON JOHN TWENTIETH AND LAST DUKE OF ARANDINA.
FrieCPbio,1788,1788,1763,,bio,,,,"Friend to Religious and Civil Liberty,",CURIOUS PARTICULARS AND GENUINE ANECDOTES RESPECTING THE LATE Lord CHESTERFIELD and DAVID HUME Esq. WITH A PARALLEL between these celebrated PERSONAGES. AND AN Impartial Character of Lord Chesterfield. TO WHICH IS ADDED A SHORT VINDICATION OF THE CHRISTIAN CAUSE AND CHARACTER OCCASIONED BY A RECENT REFLECTION THROWN UPON THEM BY THE AUTHOR OF THE APOLOGY FOR THE LIFE AND WRITINGS OF DAVID HUME.
BerqMCF2fic,1788,1788,1747,,fic,,,,"Berquin, M. (Arnaud),",THE CHILDREN'S FRIEND.
BerqMCF3fic,1788,1788,1747,,fic,,,,"Berquin, M. (Arnaud),",THE CHILDREN'S FRIEND.
EquiOCVbio,1789,1789,1764,,bio,,,,"Equiano, Olaudah, b. 1745,",CHAP. VII.
EquiOINbio,1789,1789,1764,,bio,,,,"Equiano, Olaudah, b. 1745,",THE INTERESTING NARRATIVE OF THE LIFE OF OLAUDAH EQUIANO OR GUSTAVUS VASSA THE AFRICAN.
HaylWYW2fic,1789,1789,1745,,fic,,,,"Hayley, William,",THE YOUNG WIDOW; OR THE HISTORY OF CORNELIA SEDLEY IN A SERIES OF LETTERS.
HaylWYWfic,1789,1789,1745,,fic,,,,"Hayley, William,",THE YOUNG WIDOW; OR THE HISTORY OF CORNELIA SEDLEY IN A SERIES OF LETTERS.
CumbRAfic,1789,1789,1732,,fic,,,,"Cumberland, Richard,",ARUNDEL.
CumbRA2fic,1789,1789,1732,,fic,,,,"Cumberland, Richard,",ARUNDEL.
WilkTMH4bio,1790,1790,1739,,bio,,,,"Wilkinson, Tate,",MEMOIRS OF HIS OWN LIFE BY TATE WILKINSON PATENTEE OF THE THEATRES-ROYAL YORK & HULL.
WilkTMH3bio,1790,1790,1739,,bio,,,,"Wilkinson, Tate,",MEMOIRS OF HIS OWN LIFE BY TATE WILKINSON PATENTEE OF THE THEATRES-ROYAL YORK & HULL.
WilkTMH2bio,1790,1790,1739,,bio,,,,"Wilkinson, Tate,",MEMOIRS OF HIS OWN LIFE BY TATE WILKINSON PATENTEE OF THE THEATRES-ROYAL YORK & HULL.
BoswJCBbio,1790,1790,1740,,bio,,,,"Boswell, James,",A CONVERSATION BETWEEN HIS MOST SACRED MAJESTY GEORGE III. AND SAMUEL JOHNSON LL.D. ILLUSTRATED WITH OBSERVATIONS BY JAMES BOSWELL ESQ.
LennCEfic,1790,1790,1765,,fic,,,,"Lennox, Charlotte, ca. 1729-1804,",EUPHEMIA.
TrusJPEfic,1790,1790,1735,,fic,,,,"Trusler, John,",Proverbs Exemplified AND ILLUSTRATED BY PICTURES FROM REAL LIFE.
RadcASR2fic,1790,1790,1764,,fic,,,,"Radcliffe, Ann Ward,",A SICILIAN ROMANCE. BY THE AUTHORESS OF THE CASTLES OF ATHLIN AND DUNBAYNE. IN TWO VOLUMES.
BoswJLS2bio,1791,1791,1740,,bio,,,,"Boswell, James,",THE LIFE OF SAMUEL JOHNSON LL. D. COMPREHENDING AN ACCOUNT OF HIS STUDIES AND NUMEROUS WORKS IN CHRONOLOGICAL ORDER; A SERIES OF HIS EPISTOLARY CORRESPONDENCE AND CONVERSATIONS WITH MANY EMINENT PERSONS; AND VARIOUS ORIGINAL PIECES OF HIS COMPOSITION NEVER BEFORE PUBLISHED. THE WHOLE EXHIBITING A VIEW OF LITERATURE AND LITERARY MEN IN GREAT-BRITAIN FOR NEAR HALF A CENTURY DURING WHICH HE FLOURISHED. IN TWO VOLUMES. BY JAMES BOSWELL ESQ.
BoswJLSbio,1791,1791,1740,,bio,,,,"Boswell, James,",THE LIFE OF SAMUEL JOHNSON LL.D. COMPREHENDING AN ACCOUNT OF HIS STUDIES AND NUMEROUS WORKS IN CHRONOLOGICAL ORDER; A SERIES OF HIS EPISTOLARY CORRESPONDENCE AND CONVERSATIONS WITH MANY EMINENT PERSONS; AND VARIOUS ORIGINAL PIECES OF HIS COMPOSITION NEVER BEFORE PUBLISHED. THE WHOLE EXHIBITING A VIEW OF LITERATURE AND LITERARY MEN IN GREAT-BRITAIN FOR NEAR HALF A CENTURY DURING WHICH HE FLOURISHED. IN TWO VOLUMES. BY JAMES BOSWELL ESQ.
SmitCCN2fic,1791,1791,1749,,fic,,,,"Smith, Charlotte Turner,",CELESTINA. A NOVEL. IN FOUR VOLUMES.
InchMSSfic,1791,1791,1753,,fic,,,,"Inchbald, Mrs.,",A SIMPLE STORY. IN FOUR VOLUMES.
Anon92BBbio,1792,1792,1767,,bio,,,,,THE BEAUTIES OF BIOGRAPHY A SELECTION OF THE LIVES OF EMINENT MEN CAREFULLY DIGESTED FROM CORRECT AND APPROVED PVBLICATIONS; Amongst which are the Lives of PETER ABELARDJOSEPH ADDISONALFRED THE GREATAECHYLUSMARK AIKENSIDEALI BEYDR. AMORYBP. ATTERBURYDR. ARBUTHNOTASHMOLESIR GEORGE ASCUE &c.
DibdCHH2fic,1792,1792,1745,,fic,,,,"Dibdin, Charles,",HANNAH HEWIT; OR THE FEMALE CRUSOE. BEING THE HISTORY OF A WOMAN OF uncommon mental and personal accomplishments; WHO After a variety of extraordinary and interesting adventures in almost every station of life from splendid prosperity to abject adversity WAS CAST AWAY IN THE GROSVENOR EAST-INDIAMAN: And became for three years the sole inhabitant of AN ISLAND IN THE SOUTH SEAS.
GilpWLJbio,1793,1793,1724,,bio,,,,"Gilpin, William,",THE LIVES OF JOHN TRUEMAN RICHARD ATKINS &c.
PennTLLbio,1793,1793,1726,,bio,,,,"Pennant, Thomas,",THE LITERARY LIFE OF THE LATE THOMAS PENNANT Esq. By HIMSELF.
JephRCJfic,1794,1794,1736,,fic,,,,"Jephson, Robert,",THE CONFESSIONS OF JAMES BAPTISTE COUTEAU CITIZEN OF FRANCE WRITTEN BY HIMSELF: AND TRANSLATED FROM THE ORIGINAL FRENCH By ROBERT JEPHSON Esq. ILLUSTRATED WITH NINE ENGRAVINGS.
Anon95LJbio,1795,1795,1770,,bio,,,,,THE LIFE OF JOHN METCALF COMMONLY CALLED Blind Jack of Knaresborough. WITH Many Entertaining ANECDOTES of his EXPLOITS in Hunting Card-Playing &c. Some PARTICULARS relative to the Expedition against the REBELS in 1745 IN WHICH HE BORE A PERSONAL SHARE; AND ALSO A Succinct Account of his various CONTRACTS for Making ROADS Erecting BRIDGES AND OTHER UNDERTAKINGS IN Yorkshire Lancashire Derbyshire and Cheshire; Which for a Series of Years have brought him into PUBLIC NOTICE as a most EXTRAORDINARY CHARACTER.
GilpWCRfic,1795,1795,1724,,fic,,,,"Gilpin, William,","CHEAP REPOSITORY. LIFE of WILLIAM BAKER, WITH HIS Funeral Sermon, By the Rev. Mr. GILPIN."
CumbRHI4fic,1795,1795,1732,,fic,,,,"Cumberland, Richard,",HENRY; IN FOUR VOLUMES.
HaylWLMbio,1796,1796,1745,,bio,,,,"Hayley, William,",THE LIFE OF MILTON IN THREE PARTS.
MoreHCR28fic,1796,1796,1745,,fic,,,,"More, Hannah,",CHEAP REPOSITORY. THE HISTORY OF CHARLES JONES The FOOTMAN. WRITTEN by HIMSELF.
MoreHCR29fic,1796,1796,1745,,fic,,,,"More, Hannah,",CHEAP REPOSITORY.
MoreHCR30fic,1796,1796,1745,,fic,,,,"More, Hannah,",CHEAP REPOSITORY.
PinkJISbio,1797,1797,1758,,bio,,,,"Pinkerton, John,",Iconographia Scotica or Portraits of ILLUSTRIOUS PERSONS of Scotland Engraved from the most Authentic Paintings &c With short Biographical Notices.
HeatWMMbio,1798,1798,1737,,bio,,,,"Heath, William,",MEMOIRS OF MAJOR-GENERAL HEATH. CONTAINING ANECDOTES DETAILS of SKIRMISHES BATTLES and other MILITARY EVENTS DURING THE AMERICAN WAR. WRITTEN BY HIMSELF.
GodwWMbio,1798,1798,1756,,bio,,,,"Godwin, William,",MEMOIRS.
BrowCAMfic,1799,1799,1771,,fic,,,,"Brown, Charles Brockden,",ARTHUR MERVYN; OR MEMOIRS OF THE YEAR 1793.
